EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1618271625.819078,1523335.000,9990,3,GZ,1,100,5.615
1618271625.859838,1523374.500,10008,2,GZ,1,100,4.059
1618271625.900599,1523414.000,10008,2,GZ,1,100,0.854
1618271625.939123,1523451.333,10027,3,GZ,1,100,0.244
1618271625.977648,1523488.667,10027,3,GZ,1,100,2.045
1618271626.016173,1523526.000,10027,3,GZ,1,100,1.862
1618271626.058481,1523567.000,10044,2,GZ,1,100,-0.488
1618271626.100789,1523608.000,10044,2,GZ,1,100,-0.153
1618271626.139314,1523645.333,10061,3,GZ,1,100,-1.129
1618271626.177838,1523682.667,10061,3,GZ,1,100,-1.068
1618271626.216363,1523720.000,10061,3,GZ,1,100,-1.892
1618271626.255231,1523757.667,10079,3,GZ,1,100,-0.702
1618271626.294100,1523795.333,10079,3,GZ,1,100,0.092
1618271626.332968,1523833.000,10079,3,GZ,1,100,-0.519
1618271626.374761,1523873.500,10098,2,GZ,1,100,-2.716
1618271626.416553,1523914.000,10098,2,GZ,1,100,-1.221
1618271626.455421,1523951.667,10116,3,GZ,1,100,-0.885
1618271626.494290,1523989.333,10116,3,GZ,1,100,-0.916
1618271626.533159,1524027.000,10116,3,GZ,1,100,-2.228
1618271626.574435,1524067.000,10134,2,GZ,1,100,-5.737
1618271626.615711,1524107.000,10134,2,GZ,1,100,-0.336
1618271626.660427,1524150.333,10150,3,GZ,1,100,5.890
1618271626.705143,1524193.667,10150,3,GZ,1,100,4.700
1618271626.749859,1524237.000,10150,3,GZ,1,100,2.808
1618271626.788040,1524274.000,10170,3,GZ,1,100,2.502
1618271626.826221,1524311.000,10170,3,GZ,1,100,2.686
1618271626.864401,1524348.000,10170,3,GZ,1,100,1.282
1618271626.906193,1524388.500,10188,2,GZ,1,100,0.092
1618271626.947986,1524429.000,10188,2,GZ,1,100,-2.625
1618271626.990294,1524470.000,10206,2,GZ,1,100,-2.014
1618271627.032602,1524511.000,10206,2,GZ,1,100,-1.648
1618271627.071127,1524548.333,10222,3,GZ,1,100,-1.068
1618271627.109651,1524585.667,10222,3,GZ,1,100,-1.526
1618271627.148176,1524623.000,10222,3,GZ,1,100,-0.702
1618271627.186357,1524660.000,10241,3,GZ,1,100,-0.610
1618271627.224537,1524697.000,10241,3,GZ,1,100,-0.427
1618271627.262718,1524734.000,10241,3,GZ,1,100,-1.648
1618271627.301586,1524771.667,10259,3,GZ,1,100,-0.427
1618271627.340455,1524809.333,10259,3,GZ,1,100,-2.014
1618271627.379323,1524847.000,10259,3,GZ,1,100,-2.136
1618271627.421632,1524888.000,10278,2,GZ,1,100,0.214
1618271627.463940,1524929.000,10278,2,GZ,1,100,0.092
1618271627.505216,1524969.000,10295,2,GZ,1,100,1.373
1618271627.546493,1525009.000,10295,2,GZ,1,100,1.160
1618271627.585017,1525046.333,10312,3,GZ,1,100,0.031
1618271627.623542,1525083.667,10312,3,GZ,1,100,-1.251
1618271627.662066,1525121.000,10312,3,GZ,1,100,-1.648
1618271627.706438,1525164.000,10331,3,GZ,1,100,0.641
1618271627.750810,1525207.000,10331,3,GZ,1,100,0.977
1618271627.795182,1525250.000,10331,3,GZ,1,100,-2.716
1618271627.835943,1525289.500,10350,2,GZ,1,100,-1.068
1618271627.876703,1525329.000,10350,2,GZ,1,100,0.000
1618271627.916260,1525367.333,10367,3,GZ,1,100,-1.312
1618271627.955816,1525405.667,10367,3,GZ,1,100,-2.258
1618271627.995373,1525444.000,10367,3,GZ,1,100,-2.228
1618271628.033897,1525481.333,10385,3,GZ,1,100,1.740
1618271628.072422,1525518.667,10385,3,GZ,1,100,3.113
1618271628.110946,1525556.000,10385,3,GZ,1,100,0.793
1618271628.152223,1525596.000,10402,2,GZ,1,100,-0.427
1618271628.193499,1525636.000,10402,2,GZ,1,100,1.068
1618271628.232368,1525673.667,10421,3,GZ,1,100,-0.458
1618271628.271236,1525711.333,10421,3,GZ,1,100,-2.350
1618271628.310105,1525749.000,10421,3,GZ,1,100,-2.838
1618271628.352413,1525790.000,10439,2,GZ,1,100,-1.709
1618271628.394721,1525831.000,10439,2,GZ,1,100,-2.991
1618271628.433590,1525868.667,10457,3,GZ,1,100,-2.350
1618271628.472458,1525906.333,10457,3,GZ,1,100,-1.709
1618271628.511327,1525944.000,10457,3,GZ,1,100,-1.465
1618271628.553635,1525985.000,10473,2,GZ,1,100,-2.502
1618271628.595943,1526026.000,10473,2,GZ,1,100,0.763
1618271628.634468,1526063.333,10492,3,GZ,1,100,0.488
1618271628.672992,1526100.667,10492,3,GZ,1,100,-0.641
1618271628.711517,1526138.000,10492,3,GZ,1,100,-1.282
1618271628.755545,1526180.667,10511,3,GZ,1,100,0.275
1618271628.799573,1526223.333,10511,3,GZ,1,100,-1.862
1618271628.843601,1526266.000,10511,3,GZ,1,100,-0.427
1618271628.882814,1526304.000,10530,3,GZ,1,100,-0.397
1618271628.922026,1526342.000,10530,3,GZ,1,100,-3.448
1618271628.961239,1526380.000,10530,3,GZ,1,100,-1.526
1618271629.003031,1526420.500,10547,2,GZ,1,100,-0.092
1618271629.044823,1526461.000,10547,2,GZ,1,100,-0.397
1618271629.083348,1526498.333,10564,3,GZ,1,100,-2.533
1618271629.121872,1526535.667,10564,3,GZ,1,100,-1.434
1618271629.160397,1526573.000,10564,3,GZ,1,100,-2.258
1618271629.199265,1526610.667,10582,3,GZ,1,100,-3.815
1618271629.238134,1526648.333,10582,3,GZ,1,100,0.244
1618271629.277003,1526686.000,10582,3,GZ,1,100,1.038
1618271629.318279,1526726.000,10601,2,GZ,1,100,2.411
1618271629.359555,1526766.000,10601,2,GZ,1,100,-0.183
1618271629.403583,1526808.667,10619,3,GZ,1,100,-2.472
1618271629.447612,1526851.333,10619,3,GZ,1,100,-2.014
1618271629.491640,1526894.000,10619,3,GZ,1,100,1.251
1618271629.525177,1526926.500,10637,2,GZ,1,100,0.916
1618271629.558714,1526959.000,10637,2,GZ,1,100,0.519
1618271629.603774,1527002.667,10653,3,GZ,1,100,1.251
1618271629.648834,1527046.333,10653,3,GZ,1,100,2.258
1618271629.693894,1527090.000,10653,3,GZ,1,100,-0.122
1618271629.734654,1527129.500,10673,2,GZ,1,100,0.122
1618271629.775414,1527169.000,10673,2,GZ,1,100,0.092
1618271629.814627,1527207.000,10691,3,GZ,1,100,-1.526
1618271629.853839,1527245.000,10691,3,GZ,1,100,-1.099
1618271629.893052,1527283.000,10691,3,GZ,1,100,0.244
1618271629.931921,1527320.667,10710,3,GZ,1,100,-0.763
1618271629.970789,1527358.333,10710,3,GZ,1,100,0.793
1618271630.009657,1527396.000,10710,3,GZ,1,100,1.617
1618271630.050934,1527436.000,10734,4,GZ,1,100,1.648
1618271630.092210,1527476.000,10734,4,GZ,1,100,-1.251
1618271630.133487,1527516.000,10734,4,GZ,1,100,0.092
1618271630.174763,1527556.000,10734,4,GZ,1,100,-1.923
1618271630.213975,1527594.000,10752,3,GZ,1,100,-2.136
1618271630.253188,1527632.000,10752,3,GZ,1,100,1.099
1618271630.292400,1527670.000,10752,3,GZ,1,100,3.693
1618271630.333677,1527710.000,10770,2,GZ,1,100,5.707
1618271630.374953,1527750.000,10770,2,GZ,1,100,4.608
1618271630.414165,1527788.000,10787,3,GZ,1,100,3.174
1618271630.453378,1527826.000,10787,3,GZ,1,100,2.380
1618271630.492591,1527864.000,10787,3,GZ,1,100,0.549
1618271630.531459,1527901.667,10805,3,GZ,1,100,-0.763
1618271630.570328,1527939.333,10805,3,GZ,1,100,-1.495
1618271630.609196,1527977.000,10805,3,GZ,1,100,-2.045
1618271630.650472,1528017.000,10823,2,GZ,1,100,-1.862
1618271630.691749,1528057.000,10823,2,GZ,1,100,-2.197
1618271630.733541,1528097.500,10843,2,GZ,1,100,-1.190
1618271630.775333,1528138.000,10843,2,GZ,1,100,-1.648
1618271630.814546,1528176.000,10860,3,GZ,1,100,-1.617
1618271630.853758,1528214.000,10860,3,GZ,1,100,-1.190
1618271630.892971,1528252.000,10860,3,GZ,1,100,0.519
1618271630.936999,1528294.667,10877,3,GZ,1,100,-2.380
1618271630.981027,1528337.333,10877,3,GZ,1,100,-0.427
1618271631.025055,1528380.000,10877,3,GZ,1,100,0.946
1618271631.066332,1528420.000,10895,2,GZ,1,100,-0.275
