EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,ER
1618271628.613486,1526043.000,10466,2,ER,1,100,1.559717
1618271628.679528,1526107.000,10483,1,ER,1,100,1.554439
1618271628.745054,1526170.500,10502,2,ER,1,100,1.550047
1618271628.810580,1526234.000,10502,2,ER,1,100,1.547428
1618271628.877138,1526298.500,10521,2,ER,1,100,1.546622
1618271628.943696,1526363.000,10521,2,ER,1,100,1.548355
1618271629.010770,1526428.000,10539,1,ER,1,100,1.553150
1618271629.076813,1526492.000,10557,2,ER,1,100,1.556897
1618271629.142855,1526556.000,10557,2,ER,1,100,1.563787
1618271629.209929,1526621.000,10573,1,ER,1,100,1.564270
1618271629.276487,1526685.500,10592,2,ER,1,100,1.561450
1618271629.343045,1526750.000,10592,2,ER,1,100,1.565922
1618271629.409087,1526814.000,10610,2,ER,1,100,1.569468
1618271629.475129,1526878.000,10610,2,ER,1,100,1.573820
1618271629.541171,1526942.000,10629,1,ER,1,100,1.575915
1618271629.608761,1527007.500,10646,2,ER,1,100,1.578292
1618271629.676351,1527073.000,10646,2,ER,1,100,1.584296
1618271629.742393,1527137.000,10664,1,ER,1,100,1.589010
1618271629.808951,1527201.500,10682,2,ER,1,100,1.596182
1618271629.875510,1527266.000,10682,2,ER,1,100,1.606538
1618271629.943615,1527332.000,10701,1,ER,1,100,1.614556
1618271630.009314,1527395.667,10725,3,ER,1,100,1.623340
1618271630.075012,1527459.333,10725,3,ER,1,100,1.628457
1618271630.140710,1527523.000,10725,3,ER,1,100,1.633212
1618271630.208300,1527588.500,10743,2,ER,1,100,1.636274
1618271630.275890,1527654.000,10743,2,ER,1,100,1.639820
1618271630.342964,1527719.000,10762,1,ER,1,100,1.642116
1618271630.409006,1527783.000,10779,2,ER,1,100,1.643809
1618271630.475048,1527847.000,10779,2,ER,1,100,1.646428
1618271630.542122,1527912.000,10797,1,ER,1,100,1.646911
1618271630.608164,1527976.000,10814,2,ER,1,100,1.648805
1618271630.674206,1528040.000,10814,2,ER,1,100,1.648845
1618271630.741281,1528105.000,10834,2,ER,1,100,1.652673
1618271630.808354,1528170.000,10834,2,ER,1,100,1.655171
1618271630.876460,1528236.000,10852,1,ER,1,100,1.656783
1618271630.942502,1528300.000,10870,2,ER,1,100,1.656864
1618271631.008545,1528364.000,10870,2,ER,1,100,1.656622
1618271631.073555,1528427.000,10886,1,ER,1,100,1.656944
1618271631.139597,1528491.000,10905,2,ER,1,100,1.657025
1618271631.205639,1528555.000,10905,2,ER,1,100,1.652593
1618271631.272713,1528620.000,10923,1,ER,1,100,1.651223
1618271631.339271,1528684.500,10941,2,ER,1,100,1.649087
1618271631.405829,1528749.000,10941,2,ER,1,100,1.646387
1618271631.472903,1528814.000,10959,2,ER,1,100,1.643849
1618271631.539977,1528879.000,10959,2,ER,1,100,1.645501
1618271631.606019,1528943.000,10976,1,ER,1,100,1.646629
1618271631.672062,1529007.000,10994,2,ER,1,100,1.645501
1618271631.738104,1529071.000,10994,2,ER,1,100,1.645944
1618271631.805178,1529136.000,11014,1,ER,1,100,1.646387
1618271631.872768,1529201.500,11031,2,ER,1,100,1.645622
1618271631.940358,1529267.000,11031,2,ER,1,100,1.645501
1618271632.005368,1529330.000,11049,1,ER,1,100,1.644292
1618271632.072442,1529395.000,11066,2,ER,1,100,1.641834
1618271632.139516,1529460.000,11066,2,ER,1,100,1.639054
1618271632.207622,1529526.000,11085,1,ER,1,100,1.639900
1618271632.274180,1529590.500,11103,2,ER,1,100,1.639699
1618271632.340738,1529655.000,11103,2,ER,1,100,1.639538
1618271632.407812,1529720.000,11121,2,ER,1,100,1.639659
1618271632.474886,1529785.000,11121,2,ER,1,100,1.639941
1618271632.540928,1529849.000,11137,1,ER,1,100,1.641029
1618271632.606971,1529913.000,11156,2,ER,1,100,1.639699
1618271632.673013,1529977.000,11156,2,ER,1,100,1.640666
1618271632.740087,1530042.000,11175,1,ER,1,100,1.641310
1618271632.806645,1530106.500,11193,2,ER,1,100,1.640867
1618271632.873203,1530171.000,11193,2,ER,1,100,1.640263
1618271632.938213,1530234.000,11210,1,ER,1,100,1.638974
1618271633.005287,1530299.000,11228,2,ER,1,100,1.639054
1618271633.072361,1530364.000,11228,2,ER,1,100,1.636354
1618271633.138403,1530428.000,11246,2,ER,1,100,1.634340
1618271633.204445,1530492.000,11246,2,ER,1,100,1.633373
1618271633.270488,1530556.000,11265,1,ER,1,100,1.634300
1618271633.337046,1530620.500,11282,2,ER,1,100,1.633534
1618271633.403604,1530685.000,11282,2,ER,1,100,1.631197
1618271633.468614,1530748.000,11299,1,ER,1,100,1.630472
1618271633.535172,1530812.500,11317,2,ER,1,100,1.631842
1618271633.601730,1530877.000,11317,2,ER,1,100,1.632043
1618271633.668804,1530942.000,11336,1,ER,1,100,1.631157
1618271633.735878,1531007.000,11355,2,ER,1,100,1.630713
1618271633.802952,1531072.000,11355,2,ER,1,100,1.630391
1618271633.868994,1531136.000,11373,2,ER,1,100,1.629505
1618271633.935036,1531200.000,11373,2,ER,1,100,1.629344
1618271634.002110,1531265.000,11389,1,ER,1,100,1.629666
1618271634.069185,1531330.000,11408,2,ER,1,100,1.630431
1618271634.136259,1531395.000,11408,2,ER,1,100,1.631761
1618271634.202301,1531459.000,11426,1,ER,1,100,1.632043
1618271634.268859,1531523.500,11444,2,ER,1,100,1.632043
1618271634.335417,1531588.000,11444,2,ER,1,100,1.633695
1618271634.401459,1531652.000,11461,1,ER,1,100,1.634541
1618271634.467501,1531716.000,11479,2,ER,1,100,1.635549
1618271634.533543,1531780.000,11479,2,ER,1,100,1.635952
1618271634.600617,1531845.000,11497,2,ER,1,100,1.637241
1618271634.667691,1531910.000,11497,2,ER,1,100,1.638409
1618271634.735797,1531976.000,11517,1,ER,1,100,1.638812
1618271634.801323,1532039.500,11534,2,ER,1,100,1.641109
1618271634.866850,1532103.000,11534,2,ER,1,100,1.643245
1618271634.932892,1532167.000,11552,1,ER,1,100,1.644292
1618271634.999966,1532232.000,11569,2,ER,1,100,1.646670
1618271635.067040,1532297.000,11569,2,ER,1,100,1.646186
1618271635.133082,1532361.000,11588,2,ER,1,100,1.645904
1618271635.199124,1532425.000,11588,2,ER,1,100,1.648039
1618271635.268262,1532492.000,11606,1,ER,1,100,1.649006
1618271635.334820,1532556.500,11629,2,ER,1,100,1.649812
1618271635.401378,1532621.000,11629,2,ER,1,100,1.649732
1618271635.466388,1532684.000,11645,1,ER,1,100,1.651545
1618271635.532430,1532748.000,11664,2,ER,1,100,1.652028
1618271635.598473,1532812.000,11664,2,ER,1,100,1.653358
1618271635.666579,1532878.000,11682,1,ER,1,100,1.654768
1618271635.732621,1532942.000,11701,2,ER,1,100,1.655131
1618271635.798663,1533006.000,11701,2,ER,1,100,1.655615
1618271635.865737,1533071.000,11719,1,ER,1,100,1.655937
1618271635.932811,1533136.000,11736,2,ER,1,100,1.655856
1618271635.999885,1533201.000,11736,2,ER,1,100,1.655574
1618271636.066443,1533265.500,11754,2,ER,1,100,1.655494
1618271636.133001,1533330.000,11754,2,ER,1,100,1.654889
1618271636.199043,1533394.000,11773,1,ER,1,100,1.653560
1618271636.266633,1533459.500,11790,2,ER,1,100,1.653358
1618271636.334223,1533525.000,11790,2,ER,1,100,1.652714
1618271636.400265,1533589.000,11807,1,ER,1,100,1.652996
1618271636.466823,1533653.500,11825,2,ER,1,100,1.651464
1618271636.533381,1533718.000,11825,2,ER,1,100,1.650779
1618271636.601487,1533784.000,11844,1,ER,1,100,1.648805
1618271636.668046,1533848.500,11863,2,ER,1,100,1.646226
1618271636.734603,1533913.000,11863,2,ER,1,100,1.644735
1618271636.800130,1533976.500,11881,2,ER,1,100,1.643446
1618271636.865656,1534040.000,11881,2,ER,1,100,1.641996
1618271636.932730,1534105.000,11897,1,ER,1,100,1.641754
1618271636.998772,1534169.000,11916,2,ER,1,100,1.640746
1618271637.064814,1534233.000,11916,2,ER,1,100,1.639860
1618271637.130856,1534297.000,11934,1,ER,1,100,1.640827
1618271637.197414,1534361.500,11952,2,ER,1,100,1.643648
1618271637.263973,1534426.000,11952,2,ER,1,100,1.644212
1618271637.330014,1534490.000,11969,1,ER,1,100,1.643607
1618271637.397089,1534555.000,11987,2,ER,1,100,1.645622
1618271637.464163,1534620.000,11987,2,ER,1,100,1.645985
1618271637.532269,1534686.000,12005,1,ER,1,100,1.645985
1618271637.598827,1534750.500,12024,2,ER,1,100,1.647032
1618271637.665385,1534815.000,12024,2,ER,1,100,1.646267
1618271637.731943,1534879.500,12042,2,ER,1,100,1.647596
1618271637.798501,1534944.000,12042,2,ER,1,100,1.650175
1618271637.863511,1535007.000,12059,1,ER,1,100,1.650900
1618271637.931101,1535072.500,12077,2,ER,1,100,1.652714
1618271637.998691,1535138.000,12077,2,ER,1,100,1.654446
1618271638.064733,1535202.000,12096,1,ER,1,100,1.655010
1618271638.131807,1535267.000,12113,2,ER,1,100,1.655091
1618271638.198881,1535332.000,12113,2,ER,1,100,1.655332
1618271638.265955,1535397.000,12131,1,ER,1,100,1.656662
1618271638.331997,1535461.000,12148,2,ER,1,100,1.657428
1618271638.398040,1535525.000,12148,2,ER,1,100,1.657025
1618271638.464598,1535589.500,12167,2,ER,1,100,1.656420
1618271638.531156,1535654.000,12167,2,ER,1,100,1.656340
1618271638.599262,1535720.000,12185,1,ER,1,100,1.656219
1618271638.665304,1535784.000,12203,2,ER,1,100,1.656582
1618271638.731346,1535848.000,12203,2,ER,1,100,1.657790
1618271638.797388,1535912.000,12220,1,ER,1,100,1.657750
1618271638.864462,1535977.000,12239,2,ER,1,100,1.658596
1618271638.931536,1536042.000,12239,2,ER,1,100,1.659281
1618271638.997578,1536106.000,12257,1,ER,1,100,1.658072
1618271639.064136,1536170.500,12276,2,ER,1,100,1.658354
1618271639.130694,1536235.000,12276,2,ER,1,100,1.658032
1618271639.197253,1536299.500,12293,2,ER,1,100,1.657065
1618271639.263811,1536364.000,12293,2,ER,1,100,1.659523
1618271639.328821,1536427.000,12310,1,ER,1,100,1.655574
1618271639.395895,1536492.000,12328,2,ER,1,100,1.656662
1618271639.462969,1536557.000,12328,2,ER,1,100,1.656018
1618271639.529011,1536621.000,12347,1,ER,1,100,1.657871
1618271639.596085,1536686.000,12364,2,ER,1,100,1.656299
1618271639.663159,1536751.000,12364,2,ER,1,100,1.658677
1618271639.729201,1536815.000,12382,1,ER,1,100,1.657629
1618271639.796275,1536880.000,12400,2,ER,1,100,1.658314
1618271639.863349,1536945.000,12400,2,ER,1,100,1.657790
1618271639.928875,1537008.500,12419,2,ER,1,100,1.656743
1618271639.994402,1537072.000,12419,2,ER,1,100,1.655534
1618271640.062508,1537138.000,12437,1,ER,1,100,1.654930
1618271640.128550,1537202.000,12455,2,ER,1,100,1.653640
1618271640.194592,1537266.000,12455,2,ER,1,100,1.652875
1618271640.260634,1537330.000,12471,1,ER,1,100,1.651747
1618271640.327192,1537394.500,12490,2,ER,1,100,1.650820
1618271640.393750,1537459.000,12490,2,ER,1,100,1.652552
1618271640.460824,1537524.000,12508,1,ER,1,100,1.653036
1618271640.526866,1537588.000,12527,2,ER,1,100,1.652875
1618271640.592908,1537652.000,12527,2,ER,1,100,1.652270
1618271640.659982,1537717.000,12549,2,ER,1,100,1.652472
1618271640.727057,1537782.000,12549,2,ER,1,100,1.651263
1618271640.794131,1537847.000,12567,1,ER,1,100,1.652472
1618271640.859657,1537910.500,12585,2,ER,1,100,1.650618
1618271640.925183,1537974.000,12585,2,ER,1,100,1.649812
1618271640.992257,1538039.000,12604,1,ER,1,100,1.650014
1618271641.059331,1538104.000,12621,2,ER,1,100,1.650820
1618271641.126405,1538169.000,12621,2,ER,1,100,1.650860
1618271641.190383,1538231.000,12638,1,ER,1,100,1.651747
1618271641.256941,1538295.500,12656,2,ER,1,100,1.653519
1618271641.323499,1538360.000,12656,2,ER,1,100,1.654164
1618271641.390574,1538425.000,12675,2,ER,1,100,1.654567
1618271641.457648,1538490.000,12675,2,ER,1,100,1.654768
1618271641.523690,1538554.000,12693,1,ER,1,100,1.654768
1618271641.589732,1538618.000,12711,2,ER,1,100,1.653761
1618271641.655774,1538682.000,12711,2,ER,1,100,1.654768
1618271641.722848,1538747.000,12728,1,ER,1,100,1.653721
1618271641.788890,1538811.000,12747,2,ER,1,100,1.654003
1618271641.854932,1538875.000,12747,2,ER,1,100,1.654043
1618271641.924070,1538942.000,12765,1,ER,1,100,1.654245
1618271641.991144,1539007.000,12783,2,ER,1,100,1.656662
1618271642.058218,1539072.000,12783,2,ER,1,100,1.657710
1618271642.123228,1539135.000,12801,1,ER,1,100,1.657508
1618271642.188239,1539198.000,12818,2,ER,1,100,1.656501
1618271642.253249,1539261.000,12818,2,ER,1,100,1.657186
1618271642.319807,1539325.500,12836,2,ER,1,100,1.656541
1618271642.386365,1539390.000,12836,2,ER,1,100,1.656179
1618271642.453439,1539455.000,12855,1,ER,1,100,1.655897
1618271642.519481,1539519.000,12872,2,ER,1,100,1.654728
1618271642.585523,1539583.000,12872,2,ER,1,100,1.655373
1618271642.652597,1539648.000,12890,1,ER,1,100,1.654647
1618271642.719155,1539712.500,12908,2,ER,1,100,1.654567
1618271642.785713,1539777.000,12908,2,ER,1,100,1.654970
1618271642.851756,1539841.000,12927,2,ER,1,100,1.655494
1618271642.917798,1539905.000,12927,2,ER,1,100,1.655373
1618271642.985904,1539971.000,12945,1,ER,1,100,1.655010
1618271643.052462,1540035.500,12963,2,ER,1,100,1.654970
1618271643.119020,1540100.000,12963,2,ER,1,100,1.654083
1618271643.184030,1540163.000,12979,1,ER,1,100,1.654043
1618271643.251104,1540228.000,12998,2,ER,1,100,1.653519
1618271643.318178,1540293.000,12998,2,ER,1,100,1.653318
1618271643.386284,1540359.000,13016,1,ER,1,100,1.653197
1618271643.452326,1540423.000,13034,2,ER,1,100,1.651424
1618271643.518368,1540487.000,13034,2,ER,1,100,1.652190
1618271643.585442,1540552.000,13051,1,ER,1,100,1.652794
1618271643.652000,1540616.500,13070,2,ER,1,100,1.652552
1618271643.718559,1540681.000,13070,2,ER,1,100,1.653197
