EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1618271638.122520,1535258.000,12114,1,TH,1,100,35.266
1618271638.256668,1535388.000,12133,1,TH,1,100,35.273
1618271638.388752,1535516.000,12150,1,TH,1,100,35.116
1618271638.521869,1535645.000,12169,1,TH,1,100,35.116
1618271638.654985,1535774.000,12204,1,TH,1,100,35.194
1618271638.788101,1535903.000,12222,1,TH,1,100,35.194
1618271638.922249,1536033.000,12241,1,TH,1,100,35.181
1618271639.055365,1536162.000,12259,1,TH,1,100,35.181
1618271639.187449,1536290.000,12294,1,TH,1,100,35.255
1618271639.319534,1536418.000,12312,1,TH,1,100,35.255
1618271639.453682,1536548.000,12330,1,TH,1,100,35.239
1618271639.585766,1536676.000,12365,1,TH,1,100,35.239
1618271639.719914,1536806.000,12384,1,TH,1,100,35.270
1618271639.854062,1536936.000,12402,1,TH,1,100,35.277
1618271639.985115,1537063.000,12421,1,TH,1,100,35.188
1618271640.119262,1537193.000,12456,1,TH,1,100,35.188
1618271640.251347,1537321.000,12473,1,TH,1,100,35.173
1618271640.384463,1537450.000,12492,1,TH,1,100,35.173
1618271640.517579,1537579.000,12510,1,TH,1,100,35.201
1618271640.649663,1537707.000,12550,1,TH,1,100,35.201
1618271640.784843,1537838.000,12569,1,TH,1,100,35.208
1618271640.915896,1537965.000,12587,1,TH,1,100,35.208
1618271641.049012,1538094.000,12622,1,TH,1,100,35.239
1618271641.182128,1538223.000,12640,1,TH,1,100,35.239
1618271641.315244,1538352.000,12658,1,TH,1,100,35.225
1618271641.448360,1538481.000,12677,1,TH,1,100,35.225
1618271641.579413,1538608.000,12712,1,TH,1,100,35.225
1618271641.713561,1538738.000,12730,1,TH,1,100,35.225
1618271641.845645,1538866.000,12749,1,TH,1,100,35.168
1618271641.980825,1538997.000,12785,1,TH,1,100,35.168
1618271642.113941,1539126.000,12802,1,TH,1,100,35.185
1618271642.244993,1539253.000,12820,1,TH,1,100,35.185
1618271642.378110,1539382.000,12838,1,TH,1,100,35.165
1618271642.510194,1539510.000,12873,1,TH,1,100,35.172
1618271642.643310,1539639.000,12892,1,TH,1,100,35.212
1618271642.776426,1539768.000,12910,1,TH,1,100,35.212
1618271642.908510,1539896.000,12929,1,TH,1,100,35.172
1618271643.043690,1540027.000,12964,1,TH,1,100,35.172
1618271643.174743,1540154.000,12981,1,TH,1,100,35.152
1618271643.308891,1540284.000,13000,1,TH,1,100,35.152
1618271643.443039,1540414.000,13035,1,TH,1,100,35.311
1618271643.576155,1540543.000,13053,1,TH,1,100,35.311
1618271643.709271,1540672.000,13072,1,TH,1,100,35.255
1618271643.841356,1540800.000,13090,1,TH,1,100,35.255
1618271643.974472,1540929.000,13125,1,TH,1,100,35.250
1618271644.107588,1541058.000,13143,1,TH,1,100,35.250
1618271644.241736,1541188.000,13161,1,TH,1,100,35.260
1618271644.373820,1541316.000,13180,1,TH,1,100,35.260
1618271644.505904,1541444.000,13215,1,TH,1,100,35.214
1618271644.641084,1541575.000,13232,1,TH,1,100,35.214
1618271644.773169,1541703.000,13252,1,TH,1,100,35.154
1618271644.907317,1541833.000,13287,1,TH,1,100,35.161
1618271645.040433,1541962.000,13304,1,TH,1,100,35.186
1618271645.173549,1542091.000,13323,1,TH,1,100,35.186
1618271645.308729,1542222.000,13341,1,TH,1,100,35.224
1618271645.440813,1542350.000,13377,1,TH,1,100,35.224
1618271645.574961,1542480.000,13395,1,TH,1,100,35.193
1618271645.709110,1542610.000,13413,1,TH,1,100,35.193
1618271645.842226,1542739.000,13432,1,TH,1,100,35.193
1618271645.974310,1542867.000,13455,1,TH,1,100,35.193
1618271646.107426,1542996.000,13490,1,TH,1,100,35.214
1618271646.239510,1543124.000,13508,1,TH,1,100,35.214
1618271646.372627,1543253.000,13526,1,TH,1,100,35.284
1618271646.506775,1543383.000,13562,1,TH,1,100,35.292
1618271646.638859,1543511.000,13580,1,TH,1,100,35.241
1618271646.771975,1543640.000,13598,1,TH,1,100,35.241
1618271646.905091,1543769.000,13617,1,TH,1,100,35.332
1618271647.038207,1543898.000,13652,1,TH,1,100,35.332
1618271647.172355,1544028.000,13669,1,TH,1,100,35.299
1618271647.305472,1544157.000,13688,1,TH,1,100,35.299
1618271647.440652,1544288.000,13706,1,TH,1,100,35.190
1618271647.572736,1544416.000,13741,1,TH,1,100,35.190
1618271647.705852,1544545.000,13760,1,TH,1,100,35.218
1618271647.838968,1544674.000,13778,1,TH,1,100,35.218
1618271647.972084,1544803.000,13813,1,TH,1,100,35.255
1618271648.104169,1544931.000,13832,1,TH,1,100,35.255
1618271648.235221,1545058.000,13849,1,TH,1,100,35.238
1618271648.368337,1545187.000,13868,1,TH,1,100,35.238
1618271648.501453,1545316.000,13903,1,TH,1,100,35.187
1618271648.635601,1545446.000,13920,1,TH,1,100,35.187
1618271648.769749,1545576.000,13940,1,TH,1,100,35.223
1618271648.901834,1545704.000,13958,1,TH,1,100,35.230
1618271649.035982,1545834.000,13993,1,TH,1,100,35.273
1618271649.168066,1545962.000,14011,1,TH,1,100,35.273
1618271649.301182,1546091.000,14029,1,TH,1,100,35.209
1618271649.435330,1546221.000,14048,1,TH,1,100,35.209
1618271649.567415,1546349.000,14083,1,TH,1,100,35.197
1618271649.702595,1546480.000,14101,1,TH,1,100,35.197
1618271649.833647,1546607.000,14120,1,TH,1,100,35.232
1618271649.966763,1546736.000,14155,1,TH,1,100,35.232
1618271650.100911,1546866.000,14172,1,TH,1,100,35.244
1618271650.232995,1546994.000,14191,1,TH,1,100,35.244
1618271650.366112,1547123.000,14209,1,TH,1,100,35.275
1618271650.497164,1547250.000,14244,1,TH,1,100,35.275
1618271650.631312,1547380.000,14262,1,TH,1,100,35.267
1618271650.764428,1547509.000,14281,1,TH,1,100,35.267
1618271650.898576,1547639.000,14316,1,TH,1,100,35.207
1618271651.032724,1547769.000,14335,1,TH,1,100,35.207
1618271651.164809,1547897.000,14352,1,TH,1,100,35.270
1618271651.299988,1548028.000,14376,1,TH,1,100,35.277
1618271651.432073,1548156.000,14411,1,TH,1,100,35.246
1618271651.566221,1548286.000,14428,1,TH,1,100,35.246
1618271651.699337,1548415.000,14447,1,TH,1,100,35.246
1618271651.831421,1548543.000,14466,1,TH,1,100,35.246
1618271651.966601,1548674.000,14500,1,TH,1,100,35.246
1618271652.097653,1548801.000,14519,1,TH,1,100,35.246
1618271652.230770,1548930.000,14537,1,TH,1,100,35.180
1618271652.363886,1549059.000,14572,1,TH,1,100,35.181
1618271652.495970,1549187.000,14590,1,TH,1,100,35.208
1618271652.629086,1549316.000,14608,1,TH,1,100,35.208
1618271652.762202,1549445.000,14628,1,TH,1,100,35.177
1618271652.896350,1549575.000,14663,1,TH,1,100,35.177
1618271653.029467,1549704.000,14680,1,TH,1,100,35.261
1618271653.163615,1549834.000,14699,1,TH,1,100,35.268
1618271653.296731,1549963.000,14734,1,TH,1,100,35.175
1618271653.428815,1550091.000,14752,1,TH,1,100,35.175
1618271653.561931,1550220.000,14770,1,TH,1,100,35.175
1618271653.694016,1550348.000,14788,1,TH,1,100,35.167
1618271653.828164,1550478.000,14824,1,TH,1,100,35.193
1618271653.960248,1550606.000,14842,1,TH,1,100,35.200
1618271654.094396,1550736.000,14860,1,TH,1,100,35.177
1618271654.227512,1550865.000,14879,1,TH,1,100,35.177
1618271654.358564,1550992.000,14914,1,TH,1,100,35.253
1618271654.491681,1551121.000,14931,1,TH,1,100,35.253
1618271654.625829,1551251.000,14950,1,TH,1,100,35.291
1618271654.758945,1551380.000,14969,1,TH,1,100,35.291
1618271654.891029,1551508.000,15003,1,TH,1,100,35.190
1618271655.024145,1551637.000,15022,1,TH,1,100,35.190
1618271655.157261,1551766.000,15040,1,TH,1,100,35.323
1618271655.290378,1551895.000,15075,1,TH,1,100,35.323
1618271655.424526,1552025.000,15093,1,TH,1,100,35.227
1618271655.556610,1552153.000,15111,1,TH,1,100,35.227
1618271655.690758,1552283.000,15130,1,TH,1,100,35.161
1618271655.822842,1552411.000,15166,1,TH,1,100,35.169
1618271655.954926,1552539.000,15183,1,TH,1,100,35.179
1618271656.089075,1552669.000,15202,1,TH,1,100,35.179
1618271656.220127,1552796.000,15237,1,TH,1,100,35.302
1618271656.355307,1552927.000,15255,1,TH,1,100,35.302
1618271656.487391,1553055.000,15273,1,TH,1,100,35.221
1618271656.619475,1553183.000,15296,1,TH,1,100,35.221
1618271656.753623,1553313.000,15332,1,TH,1,100,35.307
1618271656.885708,1553441.000,15350,1,TH,1,100,35.307
1618271657.019856,1553571.000,15368,1,TH,1,100,35.287
1618271657.150908,1553698.000,15387,1,TH,1,100,35.287
1618271657.284024,1553827.000,15422,1,TH,1,100,35.242
1618271657.417140,1553956.000,15439,1,TH,1,100,35.242
1618271657.549225,1554084.000,15458,1,TH,1,100,35.328
1618271657.683373,1554214.000,15494,1,TH,1,100,35.335
1618271657.815457,1554342.000,15512,1,TH,1,100,35.264
1618271657.949605,1554472.000,15530,1,TH,1,100,35.264
1618271658.081689,1554600.000,15548,1,TH,1,100,35.241
1618271658.214806,1554729.000,15583,1,TH,1,100,35.241
1618271658.348953,1554859.000,15601,1,TH,1,100,35.170
1618271658.482070,1554988.000,15619,1,TH,1,100,35.170
1618271658.617250,1555119.000,15638,1,TH,1,100,35.233
1618271658.749334,1555247.000,15674,1,TH,1,100,35.233
1618271658.882450,1555376.000,15691,1,TH,1,100,35.246
1618271659.015566,1555505.000,15710,1,TH,1,100,35.246
1618271659.147650,1555633.000,15728,1,TH,1,100,35.266
1618271659.280767,1555762.000,15763,1,TH,1,100,35.266
1618271659.412851,1555890.000,15781,1,TH,1,100,35.153
1618271659.545967,1556019.000,15799,1,TH,1,100,35.153
1618271659.680115,1556149.000,15835,1,TH,1,100,35.200
1618271659.813231,1556278.000,15853,1,TH,1,100,35.200
1618271659.947379,1556408.000,15871,1,TH,1,100,35.251
1618271660.079464,1556536.000,15890,1,TH,1,100,35.258
1618271660.213612,1556666.000,15925,1,TH,1,100,35.235
1618271660.345696,1556794.000,15942,1,TH,1,100,35.235
1618271660.479844,1556924.000,15961,1,TH,1,100,35.225
1618271660.612960,1557053.000,15996,1,TH,1,100,35.225
1618271660.747108,1557183.000,16015,1,TH,1,100,35.243
1618271660.881256,1557313.000,16033,1,TH,1,100,35.243
1618271661.012309,1557440.000,16051,1,TH,1,100,35.275
1618271661.146457,1557570.000,16086,1,TH,1,100,35.275
1618271661.280605,1557700.000,16104,1,TH,1,100,35.222
1618271661.412689,1557828.000,16122,1,TH,1,100,35.222
1618271661.545805,1557957.000,16141,1,TH,1,100,35.240
1618271661.677890,1558085.000,16177,1,TH,1,100,35.240
1618271661.812038,1558215.000,16194,1,TH,1,100,35.242
1618271661.945154,1558344.000,16218,1,TH,1,100,35.242
1618271662.079302,1558474.000,16253,1,TH,1,100,35.291
1618271662.213450,1558604.000,16270,1,TH,1,100,35.290
1618271662.347598,1558734.000,16289,1,TH,1,100,35.247
1618271662.480714,1558863.000,16307,1,TH,1,100,35.254
1618271662.612798,1558991.000,16342,1,TH,1,100,35.229
1618271662.746947,1559121.000,16361,1,TH,1,100,35.229
1618271662.877999,1559248.000,16379,1,TH,1,100,35.300
1618271663.012147,1559378.000,16414,1,TH,1,100,35.300
1618271663.145263,1559507.000,16432,1,TH,1,100,35.285
1618271663.276315,1559634.000,16450,1,TH,1,100,35.285
1618271663.410464,1559764.000,16469,1,TH,1,100,35.241
1618271663.542548,1559892.000,16504,1,TH,1,100,35.241
1618271663.676696,1560022.000,16522,1,TH,1,100,35.216
1618271663.809812,1560151.000,16541,1,TH,1,100,35.216
1618271663.942928,1560280.000,16577,1,TH,1,100,35.206
1618271664.077076,1560410.000,16594,1,TH,1,100,35.206
1618271664.208129,1560537.000,16612,1,TH,1,100,35.239
1618271664.342277,1560667.000,16630,1,TH,1,100,35.239
1618271664.475393,1560796.000,16665,1,TH,1,100,35.231
1618271664.609541,1560926.000,16683,1,TH,1,100,35.231
1618271664.741625,1561054.000,16702,1,TH,1,100,35.297
1618271664.873709,1561182.000,16721,1,TH,1,100,35.297
1618271665.007858,1561312.000,16756,1,TH,1,100,35.297
1618271665.139942,1561440.000,16773,1,TH,1,100,35.304
1618271665.275122,1561571.000,16792,1,TH,1,100,35.203
1618271665.407206,1561699.000,16810,1,TH,1,100,35.203
1618271665.538258,1561826.000,16845,1,TH,1,100,35.230
1618271665.672406,1561956.000,16864,1,TH,1,100,35.230
1618271665.805522,1562085.000,16882,1,TH,1,100,35.237
1618271665.939671,1562215.000,16917,1,TH,1,100,35.237
1618271666.072787,1562344.000,16935,1,TH,1,100,35.260
1618271666.205903,1562473.000,16953,1,TH,1,100,35.260
1618271666.340051,1562603.000,16972,1,TH,1,100,35.230
1618271666.473167,1562732.000,17007,1,TH,1,100,35.230
1618271666.607315,1562862.000,17024,1,TH,1,100,35.142
1618271666.739399,1562990.000,17044,1,TH,1,100,35.142
1618271666.872516,1563119.000,17079,1,TH,1,100,35.210
1618271667.004600,1563247.000,17097,1,TH,1,100,35.210
1618271667.136684,1563375.000,17120,1,TH,1,100,35.313
1618271667.269800,1563504.000,17138,1,TH,1,100,35.320
1618271667.402916,1563633.000,17155,1,TH,1,100,35.260
1618271667.537065,1563763.000,17174,1,TH,1,100,35.260
1618271667.669149,1563891.000,17210,1,TH,1,100,35.280
1618271667.802265,1564020.000,17228,1,TH,1,100,35.280
1618271667.937445,1564151.000,17246,1,TH,1,100,35.229
1618271668.069529,1564279.000,17264,1,TH,1,100,35.229
1618271668.203677,1564409.000,17299,1,TH,1,100,35.320
1618271668.335762,1564537.000,17317,1,TH,1,100,35.320
1618271668.468878,1564666.000,17335,1,TH,1,100,35.209
1618271668.601994,1564795.000,17354,1,TH,1,100,35.209
1618271668.735110,1564924.000,17390,1,TH,1,100,35.255
1618271668.869258,1565054.000,17407,1,TH,1,100,35.255
1618271669.001342,1565182.000,17426,1,TH,1,100,35.277
1618271669.133427,1565310.000,17461,1,TH,1,100,35.277
1618271669.265511,1565438.000,17479,1,TH,1,100,35.211
1618271669.398627,1565567.000,17497,1,TH,1,100,35.211
1618271669.530711,1565695.000,17515,1,TH,1,100,35.226
1618271669.664859,1565825.000,17551,1,TH,1,100,35.233
1618271669.799007,1565955.000,17569,1,TH,1,100,35.309
1618271669.931092,1566083.000,17587,1,TH,1,100,35.309
1618271670.065240,1566213.000,17606,1,TH,1,100,35.350
1618271670.197324,1566341.000,17641,1,TH,1,100,35.350
1618271670.330440,1566470.000,17658,1,TH,1,100,35.299
1618271670.463556,1566599.000,17677,1,TH,1,100,35.299
1618271670.595641,1566727.000,17712,1,TH,1,100,35.238
1618271670.730821,1566858.000,17730,1,TH,1,100,35.238
1618271670.861873,1566985.000,17749,1,TH,1,100,35.203
1618271670.994989,1567114.000,17767,1,TH,1,100,35.203
1618271671.128105,1567243.000,17802,1,TH,1,100,35.228
1618271671.261221,1567372.000,17820,1,TH,1,100,35.228
1618271671.394338,1567501.000,17838,1,TH,1,100,35.316
1618271671.525390,1567628.000,17857,1,TH,1,100,35.316
1618271671.659538,1567758.000,17892,1,TH,1,100,35.246
1618271671.792654,1567887.000,17910,1,TH,1,100,35.246
1618271671.927834,1568018.000,17929,1,TH,1,100,35.266
1618271672.061982,1568148.000,17964,1,TH,1,100,35.266
1618271672.193035,1568275.000,17981,1,TH,1,100,35.215
1618271672.327183,1568405.000,18000,1,TH,1,100,35.215
1618271672.459267,1568533.000,18023,1,TH,1,100,35.296
1618271672.592383,1568662.000,18042,1,TH,1,100,35.296
1618271672.725499,1568791.000,18060,1,TH,1,100,35.276
1618271672.857584,1568919.000,18077,1,TH,1,100,35.283
1618271672.992764,1569050.000,18096,1,TH,1,100,35.283
1618271673.123816,1569177.000,18131,1,TH,1,100,35.283
1618271673.257964,1569307.000,18148,1,TH,1,100,35.258
1618271673.392112,1569437.000,18167,1,TH,1,100,35.258
1618271673.525228,1569566.000,18185,1,TH,1,100,35.305
1618271673.658344,1569695.000,18221,1,TH,1,100,35.305
1618271673.790429,1569823.000,18239,1,TH,1,100,35.283
1618271673.924577,1569953.000,18257,1,TH,1,100,35.283
1618271674.056661,1570081.000,18292,1,TH,1,100,35.283
1618271674.190809,1570211.000,18311,1,TH,1,100,35.283
1618271674.323925,1570340.000,18328,1,TH,1,100,35.275
1618271674.456009,1570468.000,18347,1,TH,1,100,35.275
1618271674.591189,1570599.000,18382,1,TH,1,100,35.288
1618271674.723274,1570727.000,18400,1,TH,1,100,35.288
1618271674.857422,1570857.000,18419,1,TH,1,100,35.314
1618271674.990538,1570986.000,18437,1,TH,1,100,35.314
