EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1618271822.860925,1714284.000,43844,1,TH,1,100,35.688
1618271822.994041,1714413.000,43861,1,TH,1,100,35.696
1618271823.128190,1714543.000,43880,1,TH,1,100,35.749
1618271823.260274,1714671.000,43898,1,TH,1,100,35.749
1618271823.393390,1714800.000,43934,1,TH,1,100,35.731
1618271823.524442,1714927.000,43952,1,TH,1,100,35.731
1618271823.657558,1715056.000,43970,1,TH,1,100,35.746
1618271823.790675,1715185.000,43989,1,TH,1,100,35.746
1618271823.923791,1715314.000,44024,1,TH,1,100,35.723
1618271824.057939,1715444.000,44041,1,TH,1,100,35.723
1618271824.190023,1715572.000,44060,1,TH,1,100,35.630
1618271824.325203,1715703.000,44095,1,TH,1,100,35.630
1618271824.457287,1715831.000,44113,1,TH,1,100,35.711
1618271824.591435,1715961.000,44132,1,TH,1,100,35.711
1618271824.725584,1716091.000,44150,1,TH,1,100,35.698
1618271824.857668,1716219.000,44185,1,TH,1,100,35.698
1618271824.992848,1716350.000,44203,1,TH,1,100,35.685
1618271825.123900,1716477.000,44221,1,TH,1,100,35.685
1618271825.257016,1716606.000,44256,1,TH,1,100,35.721
1618271825.391164,1716736.000,44276,1,TH,1,100,35.721
1618271825.523248,1716864.000,44293,1,TH,1,100,35.713
1618271825.656365,1716993.000,44312,1,TH,1,100,35.713
1618271825.788449,1717121.000,44347,1,TH,1,100,35.723
1618271825.922597,1717251.000,44364,1,TH,1,100,35.723
1618271826.056745,1717381.000,44388,1,TH,1,100,35.713
1618271826.190893,1717511.000,44406,1,TH,1,100,35.713
1618271826.325041,1717641.000,44425,1,TH,1,100,35.708
1618271826.457125,1717769.000,44444,1,TH,1,100,35.708
1618271826.591274,1717899.000,44479,1,TH,1,100,35.690
1618271826.723358,1718027.000,44497,1,TH,1,100,35.690
1618271826.857506,1718157.000,44515,1,TH,1,100,35.708
1618271826.989590,1718285.000,44534,1,TH,1,100,35.708
1618271827.123738,1718415.000,44569,1,TH,1,100,35.849
1618271827.257886,1718545.000,44586,1,TH,1,100,35.849
1618271827.388939,1718672.000,44605,1,TH,1,100,35.755
1618271827.522055,1718801.000,44641,1,TH,1,100,35.755
1618271827.656203,1718931.000,44658,1,TH,1,100,35.700
1618271827.789319,1719060.000,44677,1,TH,1,100,35.707
1618271827.922435,1719189.000,44695,1,TH,1,100,35.833
1618271828.055551,1719318.000,44730,1,TH,1,100,35.833
1618271828.189699,1719448.000,44748,1,TH,1,100,35.702
1618271828.322816,1719577.000,44766,1,TH,1,100,35.702
1618271828.456964,1719707.000,44802,1,TH,1,100,35.778
1618271828.590080,1719836.000,44820,1,TH,1,100,35.777
1618271828.723196,1719965.000,44838,1,TH,1,100,35.811
1618271828.855280,1720093.000,44857,1,TH,1,100,35.811
1618271828.987365,1720221.000,44892,1,TH,1,100,35.692
1618271829.121513,1720351.000,44909,1,TH,1,100,35.692
1618271829.252565,1720478.000,44928,1,TH,1,100,35.677
1618271829.386713,1720608.000,44965,1,TH,1,100,35.677
1618271829.518797,1720736.000,44982,1,TH,1,100,35.737
1618271829.649850,1720863.000,45000,1,TH,1,100,35.737
1618271829.783998,1720993.000,45018,1,TH,1,100,35.712
1618271829.916082,1721121.000,45053,1,TH,1,100,35.712
1618271830.050230,1721251.000,45072,1,TH,1,100,35.742
1618271830.182314,1721379.000,45089,1,TH,1,100,35.742
1618271830.315430,1721508.000,45108,1,TH,1,100,35.697
1618271830.448547,1721637.000,45144,1,TH,1,100,35.697
1618271830.580631,1721765.000,45161,1,TH,1,100,35.664
1618271830.714779,1721895.000,45180,1,TH,1,100,35.664
1618271830.846863,1722023.000,45216,1,TH,1,100,35.717
1618271830.981011,1722153.000,45233,1,TH,1,100,35.717
1618271831.113096,1722281.000,45251,1,TH,1,100,35.754
1618271831.245180,1722409.000,45269,1,TH,1,100,35.762
1618271831.379328,1722539.000,45293,1,TH,1,100,35.583
1618271831.511412,1722667.000,45312,1,TH,1,100,35.576
1618271831.646592,1722798.000,45347,1,TH,1,100,35.657
1618271831.778676,1722926.000,45365,1,TH,1,100,35.664
1618271831.910761,1723054.000,45383,1,TH,1,100,35.762
1618271832.044909,1723184.000,45402,1,TH,1,100,35.762
1618271832.176993,1723312.000,45437,1,TH,1,100,35.784
1618271832.311141,1723442.000,45454,1,TH,1,100,35.784
1618271832.443225,1723570.000,45474,1,TH,1,100,35.668
1618271832.576341,1723699.000,45492,1,TH,1,100,35.668
1618271832.710490,1723829.000,45526,1,TH,1,100,35.752
1618271832.843606,1723958.000,45545,1,TH,1,100,35.752
1618271832.977754,1724088.000,45563,1,TH,1,100,35.721
1618271833.109838,1724216.000,45598,1,TH,1,100,35.721
1618271833.242954,1724345.000,45616,1,TH,1,100,35.696
1618271833.375038,1724473.000,45635,1,TH,1,100,35.696
1618271833.508155,1724602.000,45654,1,TH,1,100,35.728
1618271833.641271,1724731.000,45689,1,TH,1,100,35.728
1618271833.775419,1724861.000,45706,1,TH,1,100,35.708
1618271833.909567,1724991.000,45725,1,TH,1,100,35.708
1618271834.041651,1725119.000,45760,1,TH,1,100,35.752
1618271834.175799,1725249.000,45777,1,TH,1,100,35.759
1618271834.312011,1725381.000,45796,1,TH,1,100,35.734
1618271834.444095,1725509.000,45815,1,TH,1,100,35.726
1618271834.577211,1725638.000,45850,1,TH,1,100,35.716
1618271834.709296,1725766.000,45868,1,TH,1,100,35.723
1618271834.842412,1725895.000,45886,1,TH,1,100,35.761
1618271834.975528,1726024.000,45905,1,TH,1,100,35.754
1618271835.108644,1726153.000,45940,1,TH,1,100,35.683
1618271835.242792,1726283.000,45957,1,TH,1,100,35.690
1618271835.375908,1726412.000,45976,1,TH,1,100,35.663
1618271835.509025,1726541.000,46012,1,TH,1,100,35.663
1618271835.641109,1726669.000,46029,1,TH,1,100,35.736
1618271835.775257,1726799.000,46048,1,TH,1,100,35.736
1618271835.907341,1726927.000,46066,1,TH,1,100,35.705
1618271836.041489,1727057.000,46101,1,TH,1,100,35.705
1618271836.175637,1727187.000,46119,1,TH,1,100,35.662
1618271836.306690,1727314.000,46137,1,TH,1,100,35.662
1618271836.440838,1727444.000,46173,1,TH,1,100,35.667
1618271836.573438,1727572.500,46197,2,TH,1,100,35.667
1618271836.706038,1727701.000,46197,2,TH,1,100,35.652
1618271836.839154,1727830.000,46231,1,TH,1,100,35.652
1618271836.971239,1727958.000,46248,1,TH,1,100,35.756
1618271837.105387,1728088.000,46267,1,TH,1,100,35.756
1618271837.236439,1728215.000,46285,1,TH,1,100,35.700
1618271837.370587,1728345.000,46321,1,TH,1,100,35.700
1618271837.503703,1728474.000,46339,1,TH,1,100,35.813
1618271837.637851,1728604.000,46357,1,TH,1,100,35.813
1618271837.770967,1728733.000,46392,1,TH,1,100,35.783
1618271837.903052,1728861.000,46410,1,TH,1,100,35.783
1618271838.037200,1728991.000,46428,1,TH,1,100,35.670
1618271838.169284,1729119.000,46447,1,TH,1,100,35.670
1618271838.304464,1729250.000,46482,1,TH,1,100,35.718
1618271838.437580,1729379.000,46500,1,TH,1,100,35.718
1618271838.568633,1729506.000,46519,1,TH,1,100,35.713
1618271838.702781,1729636.000,46554,1,TH,1,100,35.713
1618271838.834865,1729764.000,46572,1,TH,1,100,35.733
1618271838.967981,1729893.000,46590,1,TH,1,100,35.733
1618271839.101097,1730022.000,46608,1,TH,1,100,35.728
1618271839.234213,1730151.000,46643,1,TH,1,100,35.735
1618271839.369393,1730282.000,46662,1,TH,1,100,35.695
1618271839.501477,1730410.000,46680,1,TH,1,100,35.695
1618271839.635626,1730540.000,46699,1,TH,1,100,35.770
1618271839.768742,1730669.000,46734,1,TH,1,100,35.770
1618271839.901858,1730798.000,46751,1,TH,1,100,35.676
1618271840.033942,1730926.000,46770,1,TH,1,100,35.676
1618271840.166027,1731054.000,46805,1,TH,1,100,35.775
1618271840.299143,1731183.000,46823,1,TH,1,100,35.775
1618271840.432259,1731312.000,46842,1,TH,1,100,35.661
1618271840.566407,1731442.000,46860,1,TH,1,100,35.661
1618271840.698491,1731570.000,46895,1,TH,1,100,35.800
1618271840.830575,1731698.000,46913,1,TH,1,100,35.800
1618271840.965755,1731829.000,46931,1,TH,1,100,35.765
1618271841.097840,1731957.000,46966,1,TH,1,100,35.765
1618271841.231988,1732087.000,46985,1,TH,1,100,35.742
1618271841.365104,1732216.000,47003,1,TH,1,100,35.742
1618271841.498220,1732345.000,47022,1,TH,1,100,35.669
1618271841.632368,1732475.000,47058,1,TH,1,100,35.669
1618271841.765484,1732604.000,47075,1,TH,1,100,35.765
1618271841.899632,1732734.000,47098,1,TH,1,100,35.765
1618271842.032748,1732863.000,47115,1,TH,1,100,35.759
1618271842.165865,1732992.000,47133,1,TH,1,100,35.759
1618271842.297949,1733120.000,47151,1,TH,1,100,35.722
1618271842.431065,1733249.000,47187,1,TH,1,100,35.722
1618271842.563149,1733377.000,47206,1,TH,1,100,35.772
1618271842.696265,1733506.000,47223,1,TH,1,100,35.772
1618271842.830414,1733636.000,47242,1,TH,1,100,35.729
1618271842.962498,1733764.000,47277,1,TH,1,100,35.729
1618271843.095614,1733893.000,47294,1,TH,1,100,35.732
1618271843.228730,1734022.000,47313,1,TH,1,100,35.732
1618271843.361846,1734151.000,47331,1,TH,1,100,35.679
1618271843.495994,1734281.000,47367,1,TH,1,100,35.679
1618271843.628079,1734409.000,47385,1,TH,1,100,35.737
1618271843.763259,1734540.000,47403,1,TH,1,100,35.744
1618271843.894311,1734667.000,47438,1,TH,1,100,35.764
1618271844.027427,1734796.000,47456,1,TH,1,100,35.764
1618271844.160543,1734925.000,47474,1,TH,1,100,35.741
1618271844.293659,1735054.000,47493,1,TH,1,100,35.741
1618271844.425744,1735182.000,47529,1,TH,1,100,35.709
1618271844.556796,1735309.000,47546,1,TH,1,100,35.709
1618271844.689912,1735438.000,47565,1,TH,1,100,35.724
1618271844.823028,1735567.000,47583,1,TH,1,100,35.724
1618271844.957176,1735697.000,47618,1,TH,1,100,35.701
1618271845.091325,1735827.000,47636,1,TH,1,100,35.701
1618271845.223409,1735955.000,47654,1,TH,1,100,35.719
1618271845.357557,1736085.000,47690,1,TH,1,100,35.719
1618271845.489641,1736213.000,47709,1,TH,1,100,35.751
1618271845.622757,1736342.000,47726,1,TH,1,100,35.751
1618271845.755873,1736471.000,47745,1,TH,1,100,35.635
1618271845.887958,1736599.000,47780,1,TH,1,100,35.635
1618271846.023138,1736730.000,47797,1,TH,1,100,35.754
1618271846.154190,1736857.000,47816,1,TH,1,100,35.753
1618271846.287306,1736986.000,47853,1,TH,1,100,35.792
1618271846.421454,1737116.000,47870,1,TH,1,100,35.792
1618271846.553539,1737244.000,47888,1,TH,1,100,35.691
1618271846.686655,1737373.000,47906,1,TH,1,100,35.691
1618271846.817707,1737500.000,47941,1,TH,1,100,35.681
1618271846.951855,1737630.000,47959,1,TH,1,100,35.681
1618271847.084971,1737759.000,47977,1,TH,1,100,35.711
1618271847.219119,1737889.000,48001,1,TH,1,100,35.711
1618271847.353267,1738019.000,48020,1,TH,1,100,35.721
1618271847.485352,1738147.000,48039,1,TH,1,100,35.721
1618271847.620532,1738278.000,48074,1,TH,1,100,35.648
1618271847.752616,1738406.000,48091,1,TH,1,100,35.648
1618271847.886764,1738536.000,48110,1,TH,1,100,35.789
1618271848.019880,1738665.000,48128,1,TH,1,100,35.789
1618271848.151964,1738793.000,48163,1,TH,1,100,35.738
1618271848.287144,1738924.000,48181,1,TH,1,100,35.746
1618271848.418197,1739051.000,48200,1,TH,1,100,35.746
1618271848.552345,1739181.000,48235,1,TH,1,100,35.738
1618271848.685461,1739310.000,48254,1,TH,1,100,35.769
1618271848.818577,1739439.000,48271,1,TH,1,100,35.776
1618271848.951693,1739568.000,48290,1,TH,1,100,35.776
1618271849.084810,1739697.000,48325,1,TH,1,100,35.776
1618271849.218957,1739827.000,48342,1,TH,1,100,35.786
1618271849.352074,1739956.000,48361,1,TH,1,100,35.786
1618271849.486222,1740086.000,48380,1,TH,1,100,35.746
1618271849.619338,1740215.000,48415,1,TH,1,100,35.746
1618271849.751422,1740343.000,48433,1,TH,1,100,35.683
1618271849.884538,1740472.000,48451,1,TH,1,100,35.683
1618271850.016623,1740600.000,48486,1,TH,1,100,35.774
1618271850.150771,1740730.000,48504,1,TH,1,100,35.774
1618271850.282855,1740858.000,48522,1,TH,1,100,35.751
1618271850.418035,1740989.000,48542,1,TH,1,100,35.751
1618271850.551151,1741118.000,48577,1,TH,1,100,35.751
1618271850.683235,1741246.000,48594,1,TH,1,100,35.751
1618271850.816351,1741375.000,48613,1,TH,1,100,35.846
1618271850.950500,1741505.000,48649,1,TH,1,100,35.846
1618271851.083616,1741634.000,48666,1,TH,1,100,35.720
1618271851.215700,1741762.000,48684,1,TH,1,100,35.720
1618271851.348816,1741891.000,48702,1,TH,1,100,35.625
1618271851.481932,1742020.000,48738,1,TH,1,100,35.625
1618271851.615048,1742149.000,48757,1,TH,1,100,35.783
1618271851.749197,1742279.000,48774,1,TH,1,100,35.783
1618271851.881281,1742407.000,48793,1,TH,1,100,35.758
1618271852.015429,1742537.000,48828,1,TH,1,100,35.758
1618271852.147513,1742665.000,48845,1,TH,1,100,35.738
1618271852.279597,1742793.000,48864,1,TH,1,100,35.738
1618271852.413745,1742923.000,48883,1,TH,1,100,35.846
1618271852.545830,1743051.000,48907,1,TH,1,100,35.845
1618271852.681010,1743182.000,48925,1,TH,1,100,35.659
1618271852.813094,1743310.000,48960,1,TH,1,100,35.666
1618271852.946210,1743439.000,48978,1,TH,1,100,35.750
1618271853.080358,1743569.000,48996,1,TH,1,100,35.750
1618271853.212442,1743697.000,49015,1,TH,1,100,35.790
1618271853.346591,1743827.000,49051,1,TH,1,100,35.790
1618271853.477643,1743954.000,49068,1,TH,1,100,35.745
1618271853.610759,1744083.000,49087,1,TH,1,100,35.745
1618271853.743875,1744212.000,49122,1,TH,1,100,35.755
1618271853.875959,1744340.000,49140,1,TH,1,100,35.755
1618271854.010108,1744470.000,49158,1,TH,1,100,35.710
1618271854.142192,1744598.000,49176,1,TH,1,100,35.710
1618271854.276340,1744728.000,49211,1,TH,1,100,35.757
1618271854.408424,1744856.000,49230,1,TH,1,100,35.757
1618271854.542572,1744986.000,49248,1,TH,1,100,35.757
1618271854.676720,1745116.000,49267,1,TH,1,100,35.757
1618271854.808805,1745244.000,49302,1,TH,1,100,35.787
1618271854.943985,1745375.000,49319,1,TH,1,100,35.787
1618271855.075037,1745502.000,49338,1,TH,1,100,35.853
1618271855.208153,1745631.000,49373,1,TH,1,100,35.853
1618271855.342301,1745761.000,49391,1,TH,1,100,35.828
1618271855.474385,1745889.000,49410,1,TH,1,100,35.828
1618271855.607502,1746018.000,49428,1,TH,1,100,35.735
1618271855.739586,1746146.000,49463,1,TH,1,100,35.735
1618271855.872702,1746275.000,49481,1,TH,1,100,35.818
1618271856.006850,1746405.000,49499,1,TH,1,100,35.817
1618271856.139966,1746534.000,49534,1,TH,1,100,35.712
1618271856.274114,1746664.000,49553,1,TH,1,100,35.712
1618271856.406199,1746792.000,49571,1,TH,1,100,35.720
1618271856.540346,1746922.000,49590,1,TH,1,100,35.720
1618271856.672431,1747050.000,49625,1,TH,1,100,35.727
1618271856.806579,1747180.000,49643,1,TH,1,100,35.734
1618271856.938663,1747308.000,49661,1,TH,1,100,35.827
1618271857.072811,1747438.000,49679,1,TH,1,100,35.820
1618271857.206959,1747568.000,49714,1,TH,1,100,35.752
1618271857.338012,1747695.000,49733,1,TH,1,100,35.759
1618271857.471128,1747824.000,49751,1,TH,1,100,35.711
1618271857.605276,1747954.000,49770,1,TH,1,100,35.711
1618271857.737876,1748082.500,49811,2,TH,1,100,35.749
1618271857.870476,1748211.000,49811,2,TH,1,100,35.749
1618271858.002560,1748339.000,49846,1,TH,1,100,35.699
1618271858.136708,1748469.000,49863,1,TH,1,100,35.699
1618271858.269825,1748598.000,49882,1,TH,1,100,35.880
1618271858.403973,1748728.000,49918,1,TH,1,100,35.880
1618271858.538121,1748858.000,49935,1,TH,1,100,35.842
1618271858.671237,1748987.000,49954,1,TH,1,100,35.842
1618271858.804353,1749116.000,49972,1,TH,1,100,35.694
1618271858.936437,1749244.000,50007,1,TH,1,100,35.694
1618271859.070585,1749374.000,50025,1,TH,1,100,35.837
1618271859.201638,1749501.000,50043,1,TH,1,100,35.837
1618271859.335786,1749631.000,50062,1,TH,1,100,35.794
1618271859.467870,1749759.000,50098,1,TH,1,100,35.795
1618271859.598922,1749886.000,50115,1,TH,1,100,35.812
1618271859.733071,1750016.000,50134,1,TH,1,100,35.812
1618271859.865155,1750144.000,50152,1,TH,1,100,35.761
1618271859.999303,1750274.000,50187,1,TH,1,100,35.761
1618271860.132419,1750403.000,50205,1,TH,1,100,35.784
1618271860.265535,1750532.000,50223,1,TH,1,100,35.784
1618271860.399683,1750662.000,50259,1,TH,1,100,35.849
1618271860.530736,1750789.000,50277,1,TH,1,100,35.849
1618271860.664884,1750919.000,50295,1,TH,1,100,35.721
1618271860.798000,1751048.000,50314,1,TH,1,100,35.721
1618271860.932148,1751178.000,50349,1,TH,1,100,35.759
1618271861.064232,1751306.000,50366,1,TH,1,100,35.759
1618271861.196316,1751434.000,50385,1,TH,1,100,35.797
1618271861.330465,1751564.000,50421,1,TH,1,100,35.797
1618271861.462549,1751692.000,50439,1,TH,1,100,35.827
1618271861.597729,1751823.000,50457,1,TH,1,100,35.834
1618271861.729813,1751951.000,50475,1,TH,1,100,35.806
1618271861.861897,1752079.000,50510,1,TH,1,100,35.806
1618271861.996045,1752209.000,50528,1,TH,1,100,35.846
1618271862.129162,1752338.000,50546,1,TH,1,100,35.846
1618271862.263310,1752468.000,50565,1,TH,1,100,35.829
1618271862.396426,1752597.000,50601,1,TH,1,100,35.829
1618271862.529542,1752726.000,50618,1,TH,1,100,35.720
1618271862.663690,1752856.000,50637,1,TH,1,100,35.720
1618271862.796806,1752985.000,50672,1,TH,1,100,35.764
1618271862.930954,1753115.000,50689,1,TH,1,100,35.764
1618271863.063039,1753243.000,50713,1,TH,1,100,35.730
1618271863.196155,1753372.000,50731,1,TH,1,100,35.730
1618271863.328239,1753500.000,50750,1,TH,1,100,35.826
1618271863.460323,1753628.000,50768,1,TH,1,100,35.826
1618271863.593439,1753757.000,50803,1,TH,1,100,35.771
1618271863.727587,1753887.000,50821,1,TH,1,100,35.771
1618271863.861736,1754017.000,50839,1,TH,1,100,35.766
1618271863.993820,1754145.000,50858,1,TH,1,100,35.766
1618271864.127968,1754275.000,50893,1,TH,1,100,35.687
1618271864.263148,1754406.000,50910,1,TH,1,100,35.687
1618271864.395232,1754534.000,50930,1,TH,1,100,35.753
1618271864.529380,1754664.000,50965,1,TH,1,100,35.753
1618271864.661464,1754792.000,50983,1,TH,1,100,35.715
1618271864.794580,1754921.000,51001,1,TH,1,100,35.715
1618271864.927697,1755050.000,51019,1,TH,1,100,35.796
1618271865.060813,1755179.000,51054,1,TH,1,100,35.796
1618271865.194961,1755309.000,51072,1,TH,1,100,35.841
1618271865.328077,1755438.000,51090,1,TH,1,100,35.841
1618271865.460161,1755566.000,51110,1,TH,1,100,35.863
1618271865.592246,1755694.000,51144,1,TH,1,100,35.863
1618271865.726394,1755824.000,51162,1,TH,1,100,35.771
1618271865.858478,1755952.000,51181,1,TH,1,100,35.771
1618271865.992626,1756082.000,51216,1,TH,1,100,35.756
1618271866.126774,1756212.000,51233,1,TH,1,100,35.763
1618271866.257826,1756339.000,51252,1,TH,1,100,35.785
1618271866.391974,1756469.000,51271,1,TH,1,100,35.785
1618271866.524059,1756597.000,51306,1,TH,1,100,35.760
1618271866.657175,1756726.000,51324,1,TH,1,100,35.753
1618271866.790291,1756855.000,51342,1,TH,1,100,35.768
1618271866.922375,1756983.000,51361,1,TH,1,100,35.775
1618271867.057555,1757114.000,51396,1,TH,1,100,35.765
1618271867.188608,1757241.000,51413,1,TH,1,100,35.765
1618271867.321724,1757370.000,51432,1,TH,1,100,35.795
1618271867.454840,1757499.000,51468,1,TH,1,100,35.795
1618271867.587956,1757628.000,51486,1,TH,1,100,35.810
1618271867.721072,1757757.000,51504,1,TH,1,100,35.810
1618271867.852125,1757884.000,51522,1,TH,1,100,35.840
1618271867.986273,1758014.000,51557,1,TH,1,100,35.840
1618271868.118357,1758142.000,51575,1,TH,1,100,35.810
1618271868.253537,1758273.000,51593,1,TH,1,100,35.810
1618271868.386653,1758402.000,51618,1,TH,1,100,35.742
1618271868.517705,1758529.000,51636,1,TH,1,100,35.742
1618271868.650822,1758658.000,51655,1,TH,1,100,35.807
1618271868.782906,1758786.000,51673,1,TH,1,100,35.807
1618271868.916022,1758915.000,51708,1,TH,1,100,35.815
1618271869.049138,1759044.000,51726,1,TH,1,100,35.815
1618271869.181222,1759172.000,51744,1,TH,1,100,35.717
1618271869.316402,1759303.000,51763,1,TH,1,100,35.717
1618271869.447455,1759430.000,51799,1,TH,1,100,35.737
1618271869.581603,1759560.000,51816,1,TH,1,100,35.737
1618271869.715751,1759690.000,51835,1,TH,1,100,35.777
1618271869.848867,1759819.000,51870,1,TH,1,100,35.777
1618271869.981983,1759948.000,51888,1,TH,1,100,35.720
1618271870.114068,1760076.000,51906,1,TH,1,100,35.727
1618271870.248216,1760206.000,51924,1,TH,1,100,35.840
1618271870.380300,1760334.000,51960,1,TH,1,100,35.840
1618271870.514448,1760464.000,51978,1,TH,1,100,35.712
1618271870.646532,1760592.000,51996,1,TH,1,100,35.704
1618271870.778616,1760720.000,52015,1,TH,1,100,35.742
1618271870.913796,1760851.000,52050,1,TH,1,100,35.749
1618271871.045881,1760979.000,52067,1,TH,1,100,35.789
1618271871.180029,1761109.000,52086,1,TH,1,100,35.789
1618271871.313145,1761238.000,52122,1,TH,1,100,35.827
1618271871.446261,1761367.000,52139,1,TH,1,100,35.827
1618271871.581441,1761498.000,52158,1,TH,1,100,35.855
1618271871.713525,1761626.000,52176,1,TH,1,100,35.855
1618271871.847673,1761756.000,52195,1,TH,1,100,35.769
1618271871.980790,1761885.000,52213,1,TH,1,100,35.769
1618271872.113906,1762014.000,52232,1,TH,1,100,35.769
1618271872.246506,1762142.500,52251,2,TH,1,100,35.769
1618271872.379106,1762271.000,52251,2,TH,1,100,35.794
1618271872.512222,1762400.000,52271,2,TH,1,100,35.794
1618271872.645339,1762529.000,52271,2,TH,1,100,35.842
1618271872.778455,1762658.000,52290,3,TH,1,100,35.842
1618271872.911571,1762787.000,52290,3,TH,1,100,35.830
1618271873.044687,1762916.000,52290,3,TH,1,100,35.837
1618271873.177803,1763045.000,52310,2,TH,1,100,35.834
1618271873.310919,1763174.000,52310,2,TH,1,100,35.827
1618271873.445067,1763304.000,52327,1,TH,1,100,35.756
1618271873.579216,1763434.000,52350,2,TH,1,100,35.763
1618271873.713363,1763564.000,52350,2,TH,1,100,35.837
1618271873.845448,1763692.000,52368,1,TH,1,100,35.837
1618271873.978564,1763821.000,52387,1,TH,1,100,35.738
1618271874.111680,1763950.000,52422,1,TH,1,100,35.738
1618271874.244796,1764079.000,52440,1,TH,1,100,35.824
1618271874.377912,1764208.000,52459,1,TH,1,100,35.824
1618271874.508965,1764335.000,52477,1,TH,1,100,35.819
1618271874.642081,1764464.000,52512,1,TH,1,100,35.819
1618271874.775197,1764593.000,52530,1,TH,1,100,35.809
1618271874.908313,1764722.000,52548,1,TH,1,100,35.809
1618271875.042461,1764852.000,52567,1,TH,1,100,35.758
1618271875.174546,1764980.000,52602,1,TH,1,100,35.758
1618271875.308694,1765110.000,52620,1,TH,1,100,35.733
1618271875.440778,1765238.000,52639,1,TH,1,100,35.733
1618271875.573894,1765367.000,52674,1,TH,1,100,35.811
1618271875.708042,1765497.000,52692,1,TH,1,100,35.811
1618271875.840126,1765625.000,52710,1,TH,1,100,35.771
1618271875.975306,1765756.000,52728,1,TH,1,100,35.771
1618271876.106359,1765883.000,52763,1,TH,1,100,35.856
1618271876.239475,1766012.000,52781,1,TH,1,100,35.856
1618271876.373623,1766142.000,52800,1,TH,1,100,35.796
1618271876.505707,1766270.000,52836,1,TH,1,100,35.796
1618271876.638823,1766399.000,52854,1,TH,1,100,35.745
1618271876.769876,1766526.000,52871,1,TH,1,100,35.745
1618271876.902992,1766655.000,52890,1,TH,1,100,35.806
1618271877.036108,1766784.000,52925,1,TH,1,100,35.813
1618271877.169224,1766913.000,52942,1,TH,1,100,35.788
1618271877.303372,1767043.000,52962,1,TH,1,100,35.788
1618271877.435457,1767171.000,52980,1,TH,1,100,35.871
1618271877.570637,1767302.000,53015,1,TH,1,100,35.871
1618271877.702721,1767430.000,53033,1,TH,1,100,35.823
1618271877.836869,1767560.000,53051,1,TH,1,100,35.823
1618271877.969985,1767689.000,53086,1,TH,1,100,35.790
1618271878.102069,1767817.000,53105,1,TH,1,100,35.790
1618271878.237249,1767948.000,53122,1,TH,1,100,35.869
1618271878.368302,1768075.000,53142,1,TH,1,100,35.869
1618271878.501418,1768204.000,53177,1,TH,1,100,35.805
1618271878.634534,1768333.000,53195,1,TH,1,100,35.805
1618271878.766618,1768461.000,53213,1,TH,1,100,35.861
1618271878.899734,1768590.000,53237,1,TH,1,100,35.861
1618271879.031819,1768718.000,53255,1,TH,1,100,35.833
1618271879.165967,1768848.000,53273,1,TH,1,100,35.833
1618271879.299083,1768977.000,53291,1,TH,1,100,35.815
1618271879.433231,1769107.000,53310,1,TH,1,100,35.815
1618271879.566347,1769236.000,53345,1,TH,1,100,35.808
1618271879.698431,1769364.000,53362,1,TH,1,100,35.815
1618271879.831547,1769493.000,53381,1,TH,1,100,35.913
1618271879.963632,1769621.000,53399,1,TH,1,100,35.906
1618271880.097780,1769751.000,53434,1,TH,1,100,35.888
1618271880.229864,1769879.000,53452,1,TH,1,100,35.895
1618271880.364012,1770009.000,53471,1,TH,1,100,35.840
1618271880.497128,1770138.000,53506,1,TH,1,100,35.840
1618271880.628181,1770265.000,53525,1,TH,1,100,35.898
1618271880.761297,1770394.000,53542,1,TH,1,100,35.898
1618271880.895445,1770524.000,53561,1,TH,1,100,35.754
1618271881.028561,1770653.000,53596,1,TH,1,100,35.754
1618271881.161677,1770782.000,53613,1,TH,1,100,35.812
1618271881.294793,1770911.000,53633,1,TH,1,100,35.812
1618271881.428941,1771041.000,53651,1,TH,1,100,35.853
1618271881.562057,1771170.000,53686,1,TH,1,100,35.853
1618271881.696206,1771300.000,53704,1,TH,1,100,35.782
1618271881.828290,1771428.000,53722,1,TH,1,100,35.782
1618271881.961406,1771557.000,53757,1,TH,1,100,35.820
1618271882.093490,1771685.000,53776,1,TH,1,100,35.820
1618271882.225574,1771813.000,53793,1,TH,1,100,35.837
1618271882.359723,1771943.000,53813,1,TH,1,100,35.837
1618271882.490775,1772070.000,53848,1,TH,1,100,35.739
1618271882.625955,1772201.000,53865,1,TH,1,100,35.739
1618271882.758039,1772329.000,53884,1,TH,1,100,35.850
1618271882.890124,1772457.000,53902,1,TH,1,100,35.850
1618271883.024271,1772587.000,53937,1,TH,1,100,35.794
1618271883.157388,1772716.000,53955,1,TH,1,100,35.794
1618271883.291536,1772846.000,53973,1,TH,1,100,35.848
1618271883.423620,1772974.000,54009,1,TH,1,100,35.855
1618271883.556736,1773103.000,54027,1,TH,1,100,35.839
1618271883.689852,1773232.000,54045,1,TH,1,100,35.832
1618271883.821937,1773360.000,54064,1,TH,1,100,35.837
1618271883.956085,1773490.000,54099,1,TH,1,100,35.837
1618271884.088169,1773618.000,54116,1,TH,1,100,35.789
1618271884.222317,1773748.000,54140,1,TH,1,100,35.789
1618271884.354401,1773876.000,54159,1,TH,1,100,35.820
1618271884.487517,1774005.000,54178,1,TH,1,100,35.827
