EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1618271621.983991,1519618.500,9342,2,MZ,1,100,-34
1618271622.025784,1519659.000,9342,2,MZ,1,100,-34
1618271622.064308,1519696.333,9360,3,MZ,1,100,-35
1618271622.102833,1519733.667,9360,3,MZ,1,100,-35
1618271622.141357,1519771.000,9360,3,MZ,1,100,-35
1618271622.180226,1519808.667,9376,3,MZ,1,100,-36
1618271622.219094,1519846.333,9376,3,MZ,1,100,-36
1618271622.257963,1519884.000,9376,3,MZ,1,100,-36
1618271622.299239,1519924.000,9394,2,MZ,1,100,-34
1618271622.340515,1519964.000,9394,2,MZ,1,100,-35
1618271622.379040,1520001.333,9413,3,MZ,1,100,-35
1618271622.417565,1520038.667,9413,3,MZ,1,100,-36
1618271622.456089,1520076.000,9413,3,MZ,1,100,-36
1618271622.498397,1520117.000,9431,2,MZ,1,100,-35
1618271622.540706,1520158.000,9431,2,MZ,1,100,-35
1618271622.585078,1520201.000,9449,3,MZ,1,100,-35
1618271622.629450,1520244.000,9449,3,MZ,1,100,-34
1618271622.673822,1520287.000,9449,3,MZ,1,100,-35
1618271622.706843,1520319.000,9465,2,MZ,1,100,-35
1618271622.739864,1520351.000,9465,2,MZ,1,100,-35
1618271622.784580,1520394.333,9485,3,MZ,1,100,-35
1618271622.829296,1520437.667,9485,3,MZ,1,100,-34
1618271622.874012,1520481.000,9485,3,MZ,1,100,-35
1618271622.913224,1520519.000,9503,3,MZ,1,100,-35
1618271622.952437,1520557.000,9503,3,MZ,1,100,-35
1618271622.991650,1520595.000,9503,3,MZ,1,100,-36
1618271623.033442,1520635.500,9522,2,MZ,1,100,-34
1618271623.075234,1520676.000,9522,2,MZ,1,100,-35
1618271623.114103,1520713.667,9539,3,MZ,1,100,-35
1618271623.152971,1520751.333,9539,3,MZ,1,100,-35
1618271623.191840,1520789.000,9539,3,MZ,1,100,-35
1618271623.233632,1520829.500,9556,2,MZ,1,100,-34
1618271623.275424,1520870.000,9556,2,MZ,1,100,-35
1618271623.313949,1520907.333,9574,3,MZ,1,100,-36
1618271623.352473,1520944.667,9574,3,MZ,1,100,-36
1618271623.390998,1520982.000,9574,3,MZ,1,100,-36
1618271623.432790,1521022.500,9593,2,MZ,1,100,-36
1618271623.474583,1521063.000,9593,2,MZ,1,100,-36
1618271623.513107,1521100.333,9610,3,MZ,1,100,-36
1618271623.551632,1521137.667,9610,3,MZ,1,100,-34
1618271623.590156,1521175.000,9610,3,MZ,1,100,-35
1618271623.634184,1521217.667,9627,3,MZ,1,100,-36
1618271623.678212,1521260.333,9627,3,MZ,1,100,-36
1618271623.722241,1521303.000,9627,3,MZ,1,100,-36
1618271623.764033,1521343.500,9646,2,MZ,1,100,-34
1618271623.805825,1521384.000,9646,2,MZ,1,100,-35
1618271623.844694,1521421.667,9665,3,MZ,1,100,-36
1618271623.883562,1521459.333,9665,3,MZ,1,100,-35
1618271623.922431,1521497.000,9665,3,MZ,1,100,-35
1618271623.964223,1521537.500,9683,2,MZ,1,100,-35
1618271624.006015,1521578.000,9683,2,MZ,1,100,-36
1618271624.043422,1521614.250,9701,4,MZ,1,100,-36
1618271624.080829,1521650.500,9701,4,MZ,1,100,-35
1618271624.118235,1521686.750,9701,4,MZ,1,100,-36
1618271624.155642,1521723.000,9701,4,MZ,1,100,-36
1618271624.197434,1521763.500,9718,2,MZ,1,100,-35
1618271624.239227,1521804.000,9718,2,MZ,1,100,-36
1618271624.277751,1521841.333,9736,3,MZ,1,100,-36
1618271624.316276,1521878.667,9736,3,MZ,1,100,-36
1618271624.354800,1521916.000,9736,3,MZ,1,100,-37
1618271624.396593,1521956.500,9754,2,MZ,1,100,-35
1618271624.438385,1521997.000,9754,2,MZ,1,100,-36
1618271624.482413,1522039.667,9773,3,MZ,1,100,-36
1618271624.526441,1522082.333,9773,3,MZ,1,100,-37
1618271624.570469,1522125.000,9773,3,MZ,1,100,-37
1618271624.604006,1522157.500,9790,2,MZ,1,100,-36
1618271624.637543,1522190.000,9790,2,MZ,1,100,-36
1618271624.682259,1522233.333,9807,3,MZ,1,100,-36
1618271624.726975,1522276.667,9807,3,MZ,1,100,-36
1618271624.771691,1522320.000,9807,3,MZ,1,100,-36
1618271624.812968,1522360.000,9831,2,MZ,1,100,-36
1618271624.854244,1522400.000,9831,2,MZ,1,100,-36
1618271624.892768,1522437.333,9850,3,MZ,1,100,-36
1618271624.931293,1522474.667,9850,3,MZ,1,100,-35
1618271624.969818,1522512.000,9850,3,MZ,1,100,-35
1618271625.008686,1522549.667,9868,3,MZ,1,100,-35
1618271625.047555,1522587.333,9868,3,MZ,1,100,-35
1618271625.086423,1522625.000,9868,3,MZ,1,100,-35
1618271625.128731,1522666.000,9886,2,MZ,1,100,-35
1618271625.171040,1522707.000,9886,2,MZ,1,100,-36
1618271625.209908,1522744.667,9902,3,MZ,1,100,-36
1618271625.248777,1522782.333,9902,3,MZ,1,100,-36
1618271625.287645,1522820.000,9902,3,MZ,1,100,-36
1618271625.328922,1522860.000,9921,2,MZ,1,100,-35
1618271625.370198,1522900.000,9921,2,MZ,1,100,-36
1618271625.409067,1522937.667,9939,3,MZ,1,100,-36
1618271625.447935,1522975.333,9939,3,MZ,1,100,-34
1618271625.486804,1523013.000,9939,3,MZ,1,100,-35
1618271625.528596,1523053.500,9957,2,MZ,1,100,-35
1618271625.570388,1523094.000,9957,2,MZ,1,100,-35
1618271625.614416,1523136.667,9974,3,MZ,1,100,-36
1618271625.658444,1523179.333,9974,3,MZ,1,100,-34
1618271625.702472,1523222.000,9974,3,MZ,1,100,-35
1618271625.741341,1523259.667,9993,3,MZ,1,100,-35
1618271625.780210,1523297.333,9993,3,MZ,1,100,-34
1618271625.819078,1523335.000,9993,3,MZ,1,100,-35
1618271625.859838,1523374.500,10011,2,MZ,1,100,-34
1618271625.900599,1523414.000,10011,2,MZ,1,100,-34
1618271625.939123,1523451.333,10030,3,MZ,1,100,-35
1618271625.977648,1523488.667,10030,3,MZ,1,100,-34
1618271626.016173,1523526.000,10030,3,MZ,1,100,-35
1618271626.058481,1523567.000,10047,2,MZ,1,100,-35
1618271626.100789,1523608.000,10047,2,MZ,1,100,-35
1618271626.139314,1523645.333,10064,3,MZ,1,100,-36
1618271626.177838,1523682.667,10064,3,MZ,1,100,-34
1618271626.216363,1523720.000,10064,3,MZ,1,100,-35
1618271626.255231,1523757.667,10082,3,MZ,1,100,-35
1618271626.294100,1523795.333,10082,3,MZ,1,100,-36
1618271626.332968,1523833.000,10082,3,MZ,1,100,-36
1618271626.374761,1523873.500,10101,2,MZ,1,100,-35
1618271626.416553,1523914.000,10101,2,MZ,1,100,-35
1618271626.455421,1523951.667,10119,3,MZ,1,100,-35
1618271626.494290,1523989.333,10119,3,MZ,1,100,-35
1618271626.533159,1524027.000,10119,3,MZ,1,100,-35
1618271626.574435,1524067.000,10137,2,MZ,1,100,-36
1618271626.615711,1524107.000,10137,2,MZ,1,100,-36
1618271626.660427,1524150.333,10153,3,MZ,1,100,-36
1618271626.705143,1524193.667,10153,3,MZ,1,100,-35
1618271626.749859,1524237.000,10153,3,MZ,1,100,-35
1618271626.788040,1524274.000,10173,3,MZ,1,100,-36
1618271626.826221,1524311.000,10173,3,MZ,1,100,-35
1618271626.864401,1524348.000,10173,3,MZ,1,100,-36
1618271626.906193,1524388.500,10191,2,MZ,1,100,-34
1618271626.947986,1524429.000,10191,2,MZ,1,100,-35
1618271626.987198,1524467.000,10209,3,MZ,1,100,-36
1618271627.026411,1524505.000,10209,3,MZ,1,100,-35
1618271627.065623,1524543.000,10209,3,MZ,1,100,-35
1618271627.103804,1524580.000,10225,3,MZ,1,100,-34
1618271627.141984,1524617.000,10225,3,MZ,1,100,-35
1618271627.180165,1524654.000,10225,3,MZ,1,100,-35
1618271627.221442,1524694.000,10244,2,MZ,1,100,-33
1618271627.262718,1524734.000,10244,2,MZ,1,100,-34
1618271627.301586,1524771.667,10262,3,MZ,1,100,-35
1618271627.340455,1524809.333,10262,3,MZ,1,100,-35
1618271627.379323,1524847.000,10262,3,MZ,1,100,-35
1618271627.421632,1524888.000,10281,2,MZ,1,100,-34
1618271627.463940,1524929.000,10281,2,MZ,1,100,-35
1618271627.505216,1524969.000,10298,2,MZ,1,100,-35
1618271627.546493,1525009.000,10298,2,MZ,1,100,-35
1618271627.585017,1525046.333,10315,3,MZ,1,100,-36
1618271627.623542,1525083.667,10315,3,MZ,1,100,-34
1618271627.662066,1525121.000,10315,3,MZ,1,100,-35
1618271627.706438,1525164.000,10334,3,MZ,1,100,-35
1618271627.750810,1525207.000,10334,3,MZ,1,100,-34
1618271627.795182,1525250.000,10334,3,MZ,1,100,-35
1618271627.833363,1525287.000,10353,3,MZ,1,100,-35
1618271627.871544,1525324.000,10353,3,MZ,1,100,-35
1618271627.909724,1525361.000,10353,3,MZ,1,100,-36
1618271627.952549,1525402.500,10370,2,MZ,1,100,-34
1618271627.995373,1525444.000,10370,2,MZ,1,100,-35
1618271628.033897,1525481.333,10388,3,MZ,1,100,-35
1618271628.072422,1525518.667,10388,3,MZ,1,100,-35
1618271628.110946,1525556.000,10388,3,MZ,1,100,-35
1618271628.152223,1525596.000,10405,2,MZ,1,100,-34
1618271628.193499,1525636.000,10405,2,MZ,1,100,-35
1618271628.232368,1525673.667,10424,3,MZ,1,100,-36
1618271628.271236,1525711.333,10424,3,MZ,1,100,-35
1618271628.310105,1525749.000,10424,3,MZ,1,100,-36
1618271628.352413,1525790.000,10442,2,MZ,1,100,-36
1618271628.394721,1525831.000,10442,2,MZ,1,100,-36
1618271628.433590,1525868.667,10460,3,MZ,1,100,-36
1618271628.472458,1525906.333,10460,3,MZ,1,100,-36
1618271628.511327,1525944.000,10460,3,MZ,1,100,-36
1618271628.553635,1525985.000,10476,2,MZ,1,100,-37
1618271628.595943,1526026.000,10476,2,MZ,1,100,-37
1618271628.634468,1526063.333,10495,3,MZ,1,100,-37
1618271628.672992,1526100.667,10495,3,MZ,1,100,-35
1618271628.711517,1526138.000,10495,3,MZ,1,100,-36
1618271628.755545,1526180.667,10514,3,MZ,1,100,-36
1618271628.799573,1526223.333,10514,3,MZ,1,100,-36
1618271628.843601,1526266.000,10514,3,MZ,1,100,-36
1618271628.882814,1526304.000,10533,3,MZ,1,100,-36
1618271628.922026,1526342.000,10533,3,MZ,1,100,-37
1618271628.961239,1526380.000,10533,3,MZ,1,100,-37
1618271629.003031,1526420.500,10550,2,MZ,1,100,-36
1618271629.044823,1526461.000,10550,2,MZ,1,100,-36
1618271629.083348,1526498.333,10567,3,MZ,1,100,-37
1618271629.121872,1526535.667,10567,3,MZ,1,100,-37
1618271629.160397,1526573.000,10567,3,MZ,1,100,-37
1618271629.199265,1526610.667,10585,3,MZ,1,100,-37
1618271629.238134,1526648.333,10585,3,MZ,1,100,-37
1618271629.277003,1526686.000,10585,3,MZ,1,100,-37
1618271629.318279,1526726.000,10604,2,MZ,1,100,-35
1618271629.359555,1526766.000,10604,2,MZ,1,100,-36
1618271629.403583,1526808.667,10622,3,MZ,1,100,-36
1618271629.447612,1526851.333,10622,3,MZ,1,100,-35
1618271629.491640,1526894.000,10622,3,MZ,1,100,-36
1618271629.525177,1526926.500,10640,2,MZ,1,100,-37
1618271629.558714,1526959.000,10640,2,MZ,1,100,-36
1618271629.603774,1527002.667,10656,3,MZ,1,100,-36
1618271629.648834,1527046.333,10656,3,MZ,1,100,-35
1618271629.693894,1527090.000,10656,3,MZ,1,100,-35
1618271629.734654,1527129.500,10676,2,MZ,1,100,-36
1618271629.775414,1527169.000,10676,2,MZ,1,100,-36
1618271629.814627,1527207.000,10694,3,MZ,1,100,-36
1618271629.853839,1527245.000,10694,3,MZ,1,100,-35
1618271629.893052,1527283.000,10694,3,MZ,1,100,-35
1618271629.931921,1527320.667,10713,3,MZ,1,100,-36
1618271629.970789,1527358.333,10713,3,MZ,1,100,-36
1618271630.009657,1527396.000,10713,3,MZ,1,100,-36
1618271630.049489,1527434.600,10737,5,MZ,1,100,-35
1618271630.089321,1527473.200,10737,5,MZ,1,100,-35
1618271630.129153,1527511.800,10737,5,MZ,1,100,-35
1618271630.168984,1527550.400,10737,5,MZ,1,100,-35
1618271630.208816,1527589.000,10737,5,MZ,1,100,-35
1618271630.250608,1527629.500,10755,2,MZ,1,100,-35
1618271630.292400,1527670.000,10755,2,MZ,1,100,-35
1618271630.333677,1527710.000,10773,2,MZ,1,100,-35
1618271630.374953,1527750.000,10773,2,MZ,1,100,-35
1618271630.414165,1527788.000,10790,3,MZ,1,100,-35
1618271630.453378,1527826.000,10790,3,MZ,1,100,-35
1618271630.492591,1527864.000,10790,3,MZ,1,100,-36
1618271630.531459,1527901.667,10808,3,MZ,1,100,-35
1618271630.570328,1527939.333,10808,3,MZ,1,100,-35
1618271630.609196,1527977.000,10808,3,MZ,1,100,-35
1618271630.650472,1528017.000,10826,2,MZ,1,100,-34
1618271630.691749,1528057.000,10826,2,MZ,1,100,-35
1618271630.733541,1528097.500,10846,2,MZ,1,100,-35
1618271630.775333,1528138.000,10846,2,MZ,1,100,-34
1618271630.814546,1528176.000,10863,3,MZ,1,100,-35
1618271630.853758,1528214.000,10863,3,MZ,1,100,-33
1618271630.892971,1528252.000,10863,3,MZ,1,100,-35
1618271630.936999,1528294.667,10880,3,MZ,1,100,-35
1618271630.981027,1528337.333,10880,3,MZ,1,100,-36
1618271631.025055,1528380.000,10880,3,MZ,1,100,-36
1618271631.066332,1528420.000,10898,2,MZ,1,100,-36
1618271631.107608,1528460.000,10898,2,MZ,1,100,-35
1618271631.146132,1528497.333,10917,3,MZ,1,100,-36
1618271631.184657,1528534.667,10917,3,MZ,1,100,-34
1618271631.223181,1528572.000,10917,3,MZ,1,100,-35
1618271631.262050,1528609.667,10934,3,MZ,1,100,-36
1618271631.300919,1528647.333,10934,3,MZ,1,100,-36
1618271631.339787,1528685.000,10934,3,MZ,1,100,-35
1618271631.378656,1528722.667,10953,3,MZ,1,100,-34
1618271631.417524,1528760.333,10953,3,MZ,1,100,-35
1618271631.456393,1528798.000,10953,3,MZ,1,100,-36
1618271631.498185,1528838.500,10969,2,MZ,1,100,-34
1618271631.539977,1528879.000,10969,2,MZ,1,100,-35
1618271631.581254,1528919.000,10988,2,MZ,1,100,-35
1618271631.622530,1528959.000,10988,2,MZ,1,100,-36
1618271631.661055,1528996.333,11006,3,MZ,1,100,-37
1618271631.699579,1529033.667,11006,3,MZ,1,100,-35
1618271631.738104,1529071.000,11006,3,MZ,1,100,-37
1618271631.780412,1529112.000,11025,2,MZ,1,100,-37
1618271631.822720,1529153.000,11025,2,MZ,1,100,-37
1618271631.867436,1529196.333,11042,3,MZ,1,100,-37
1618271631.912152,1529239.667,11042,3,MZ,1,100,-35
1618271631.956868,1529283.000,11042,3,MZ,1,100,-36
1618271631.995737,1529320.667,11060,3,MZ,1,100,-37
