EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1618271617.622975,1515392.333,8594,3,GY,1,100,-0.580
1618271617.661500,1515429.667,8594,3,GY,1,100,0.244
1618271617.700024,1515467.000,8594,3,GY,1,100,0.122
1618271617.741816,1515507.500,8614,2,GY,1,100,0.641
1618271617.783609,1515548.000,8614,2,GY,1,100,0.275
1618271617.821789,1515585.000,8632,3,GY,1,100,1.984
1618271617.859970,1515622.000,8632,3,GY,1,100,2.777
1618271617.898150,1515659.000,8632,3,GY,1,100,3.021
1618271617.939943,1515699.500,8650,2,GY,1,100,0.122
1618271617.981735,1515740.000,8650,2,GY,1,100,-1.770
1618271618.020604,1515777.667,8666,3,GY,1,100,1.038
1618271618.059472,1515815.333,8666,3,GY,1,100,-1.007
1618271618.098341,1515853.000,8666,3,GY,1,100,-0.092
1618271618.139617,1515893.000,8685,2,GY,1,100,1.984
1618271618.180893,1515933.000,8685,2,GY,1,100,-2.136
1618271618.224577,1515975.333,8703,3,GY,1,100,-0.580
1618271618.268261,1516017.667,8703,3,GY,1,100,-0.183
1618271618.311946,1516060.000,8703,3,GY,1,100,0.153
1618271618.350814,1516097.667,8722,3,GY,1,100,2.106
1618271618.389683,1516135.333,8722,3,GY,1,100,0.763
1618271618.428551,1516173.000,8722,3,GY,1,100,1.434
1618271618.470860,1516214.000,8739,2,GY,1,100,-0.641
1618271618.513168,1516255.000,8739,2,GY,1,100,-1.556
1618271618.552036,1516292.667,8756,3,GY,1,100,1.495
1618271618.590905,1516330.333,8756,3,GY,1,100,2.502
1618271618.629773,1516368.000,8756,3,GY,1,100,1.221
1618271618.668642,1516405.667,8774,3,GY,1,100,-0.549
1618271618.707510,1516443.333,8774,3,GY,1,100,-1.282
1618271618.746379,1516481.000,8774,3,GY,1,100,2.167
1618271618.788171,1516521.500,8794,2,GY,1,100,0.183
1618271618.829964,1516562.000,8794,2,GY,1,100,3.021
1618271618.868832,1516599.667,8812,3,GY,1,100,3.052
1618271618.907701,1516637.333,8812,3,GY,1,100,1.923
1618271618.946569,1516675.000,8812,3,GY,1,100,1.434
1618271618.987846,1516715.000,8830,2,GY,1,100,-0.275
1618271619.029122,1516755.000,8830,2,GY,1,100,-1.068
1618271619.073494,1516798.000,8846,3,GY,1,100,-0.092
1618271619.117866,1516841.000,8846,3,GY,1,100,-0.885
1618271619.162238,1516884.000,8846,3,GY,1,100,-2.472
1618271619.194743,1516915.500,8865,2,GY,1,100,0.793
1618271619.227248,1516947.000,8865,2,GY,1,100,1.251
1618271619.271620,1516990.000,8883,3,GY,1,100,3.540
1618271619.315992,1517033.000,8883,3,GY,1,100,-1.282
1618271619.360364,1517076.000,8883,3,GY,1,100,0.702
1618271619.399577,1517114.000,8901,3,GY,1,100,0.824
1618271619.438789,1517152.000,8901,3,GY,1,100,-1.373
1618271619.478002,1517190.000,8901,3,GY,1,100,0.977
1618271619.519536,1517230.250,8924,4,GY,1,100,0.366
1618271619.561071,1517270.500,8924,4,GY,1,100,0.793
1618271619.602605,1517310.750,8924,4,GY,1,100,3.052
1618271619.644139,1517351.000,8924,4,GY,1,100,-1.770
1618271619.686447,1517392.000,8943,2,GY,1,100,-0.793
1618271619.728756,1517433.000,8943,2,GY,1,100,-1.343
1618271619.767280,1517470.333,8960,3,GY,1,100,1.801
1618271619.805805,1517507.667,8960,3,GY,1,100,-0.183
1618271619.844329,1517545.000,8960,3,GY,1,100,-0.702
1618271619.882854,1517582.333,8978,3,GY,1,100,1.862
1618271619.921379,1517619.667,8978,3,GY,1,100,0.305
1618271619.959903,1517657.000,8978,3,GY,1,100,-0.977
1618271620.001695,1517697.500,8996,2,GY,1,100,2.136
1618271620.043488,1517738.000,8996,2,GY,1,100,-1.282
1618271620.082012,1517775.333,9015,3,GY,1,100,-9.369
1618271620.120537,1517812.667,9015,3,GY,1,100,-9.430
1618271620.159061,1517850.000,9015,3,GY,1,100,-3.815
1618271620.200854,1517890.500,9032,2,GY,1,100,4.364
1618271620.242646,1517931.000,9032,2,GY,1,100,9.155
1618271620.281514,1517968.667,9049,3,GY,1,100,8.301
1618271620.320383,1518006.333,9049,3,GY,1,100,2.991
1618271620.359251,1518044.000,9049,3,GY,1,100,-1.526
1618271620.400528,1518084.000,9067,2,GY,1,100,-1.068
1618271620.441804,1518124.000,9067,2,GY,1,100,-0.916
1618271620.479985,1518161.000,9086,3,GY,1,100,-1.038
1618271620.518166,1518198.000,9086,3,GY,1,100,1.251
1618271620.556346,1518235.000,9086,3,GY,1,100,4.242
1618271620.601062,1518278.333,9104,3,GY,1,100,2.289
1618271620.645778,1518321.667,9104,3,GY,1,100,-0.671
1618271620.690494,1518365.000,9104,3,GY,1,100,-4.944
1618271620.732802,1518406.000,9123,2,GY,1,100,-3.540
1618271620.775111,1518447.000,9123,2,GY,1,100,-2.563
1618271620.813979,1518484.667,9139,3,GY,1,100,-1.343
1618271620.852848,1518522.333,9139,3,GY,1,100,1.923
1618271620.891716,1518560.000,9139,3,GY,1,100,1.495
1618271620.930585,1518597.667,9158,3,GY,1,100,1.221
1618271620.969453,1518635.333,9158,3,GY,1,100,-5.157
1618271621.008322,1518673.000,9158,3,GY,1,100,-3.082
1618271621.050114,1518713.500,9176,2,GY,1,100,-0.702
1618271621.091907,1518754.000,9176,2,GY,1,100,-3.296
1618271621.130775,1518791.667,9194,3,GY,1,100,0.336
1618271621.169644,1518829.333,9194,3,GY,1,100,-0.702
1618271621.208512,1518867.000,9194,3,GY,1,100,0.305
1618271621.249789,1518907.000,9211,2,GY,1,100,-0.305
1618271621.291065,1518947.000,9211,2,GY,1,100,1.526
1618271621.330277,1518985.000,9229,3,GY,1,100,-0.275
1618271621.369490,1519023.000,9229,3,GY,1,100,-0.793
1618271621.408702,1519061.000,9229,3,GY,1,100,0.946
1618271621.449979,1519101.000,9247,2,GY,1,100,2.014
1618271621.491255,1519141.000,9247,2,GY,1,100,1.984
1618271621.535971,1519184.333,9266,3,GY,1,100,-0.458
1618271621.580687,1519227.667,9266,3,GY,1,100,-1.831
1618271621.625403,1519271.000,9266,3,GY,1,100,1.770
1618271621.658940,1519303.500,9283,2,GY,1,100,1.129
1618271621.692477,1519336.000,9283,2,GY,1,100,2.014
1618271621.736505,1519378.667,9301,3,GY,1,100,3.296
1618271621.780533,1519421.333,9301,3,GY,1,100,1.495
1618271621.824561,1519464.000,9301,3,GY,1,100,-0.763
1618271621.863774,1519502.000,9319,3,GY,1,100,1.099
1618271621.902986,1519540.000,9319,3,GY,1,100,0.366
1618271621.942199,1519578.000,9319,3,GY,1,100,2.380
1618271621.983991,1519618.500,9338,2,GY,1,100,2.197
1618271622.025784,1519659.000,9338,2,GY,1,100,1.373
1618271622.064308,1519696.333,9356,3,GY,1,100,-1.404
1618271622.102833,1519733.667,9356,3,GY,1,100,0.458
1618271622.141357,1519771.000,9356,3,GY,1,100,1.251
1618271622.183149,1519811.500,9372,2,GY,1,100,1.007
1618271622.224942,1519852.000,9372,2,GY,1,100,4.547
1618271622.263466,1519889.333,9390,3,GY,1,100,1.801
1618271622.301991,1519926.667,9390,3,GY,1,100,-1.434
1618271622.340515,1519964.000,9390,3,GY,1,100,-2.380
1618271622.379040,1520001.333,9409,3,GY,1,100,0.153
1618271622.417565,1520038.667,9409,3,GY,1,100,-0.824
1618271622.456089,1520076.000,9409,3,GY,1,100,2.747
1618271622.498397,1520117.000,9427,2,GY,1,100,4.211
1618271622.540706,1520158.000,9427,2,GY,1,100,5.432
1618271622.582498,1520198.500,9445,2,GY,1,100,3.082
1618271622.624290,1520239.000,9445,2,GY,1,100,1.556
1618271622.662815,1520276.333,9461,3,GY,1,100,2.838
1618271622.701339,1520313.667,9461,3,GY,1,100,1.068
1618271622.739864,1520351.000,9461,3,GY,1,100,1.678
1618271622.784580,1520394.333,9481,3,GY,1,100,1.465
1618271622.829296,1520437.667,9481,3,GY,1,100,0.214
1618271622.874012,1520481.000,9481,3,GY,1,100,-1.984
1618271622.913224,1520519.000,9499,3,GY,1,100,-1.099
1618271622.952437,1520557.000,9499,3,GY,1,100,-0.397
1618271622.991650,1520595.000,9499,3,GY,1,100,-0.427
1618271623.033442,1520635.500,9518,2,GY,1,100,-0.824
1618271623.075234,1520676.000,9518,2,GY,1,100,0.427
1618271623.114103,1520713.667,9535,3,GY,1,100,4.364
1618271623.152971,1520751.333,9535,3,GY,1,100,3.784
1618271623.191840,1520789.000,9535,3,GY,1,100,5.280
1618271623.233632,1520829.500,9552,2,GY,1,100,1.587
1618271623.275424,1520870.000,9552,2,GY,1,100,0.427
1618271623.313949,1520907.333,9570,3,GY,1,100,1.373
1618271623.352473,1520944.667,9570,3,GY,1,100,1.373
1618271623.390998,1520982.000,9570,3,GY,1,100,0.854
1618271623.432790,1521022.500,9589,2,GY,1,100,-0.397
1618271623.474583,1521063.000,9589,2,GY,1,100,0.214
1618271623.513107,1521100.333,9606,3,GY,1,100,-0.763
1618271623.551632,1521137.667,9606,3,GY,1,100,0.641
1618271623.590156,1521175.000,9606,3,GY,1,100,1.404
1618271623.631433,1521215.000,9623,2,GY,1,100,2.899
1618271623.672709,1521255.000,9623,2,GY,1,100,4.578
1618271623.717081,1521298.000,9642,3,GY,1,100,0.580
1618271623.761453,1521341.000,9642,3,GY,1,100,0.580
1618271623.805825,1521384.000,9642,3,GY,1,100,1.099
1618271623.844694,1521421.667,9661,3,GY,1,100,1.801
1618271623.883562,1521459.333,9661,3,GY,1,100,3.723
1618271623.922431,1521497.000,9661,3,GY,1,100,5.371
1618271623.964223,1521537.500,9679,2,GY,1,100,5.951
1618271624.006015,1521578.000,9679,2,GY,1,100,2.136
1618271624.044884,1521615.667,9697,3,GY,1,100,-0.641
1618271624.083752,1521653.333,9697,3,GY,1,100,0.916
1618271624.122621,1521691.000,9697,3,GY,1,100,1.648
1618271624.161489,1521728.667,9714,3,GY,1,100,1.923
1618271624.200358,1521766.333,9714,3,GY,1,100,1.099
1618271624.239227,1521804.000,9714,3,GY,1,100,0.885
1618271624.277751,1521841.333,9732,3,GY,1,100,0.610
1618271624.316276,1521878.667,9732,3,GY,1,100,-0.946
1618271624.354800,1521916.000,9732,3,GY,1,100,-1.678
1618271624.396593,1521956.500,9750,2,GY,1,100,-1.190
1618271624.438385,1521997.000,9750,2,GY,1,100,-1.434
1618271624.480177,1522037.500,9769,2,GY,1,100,-0.671
1618271624.521970,1522078.000,9769,2,GY,1,100,3.021
1618271624.560494,1522115.333,9786,3,GY,1,100,1.282
1618271624.599019,1522152.667,9786,3,GY,1,100,-0.702
1618271624.637543,1522190.000,9786,3,GY,1,100,0.336
1618271624.682259,1522233.333,9803,3,GY,1,100,-0.458
1618271624.726975,1522276.667,9803,3,GY,1,100,-0.275
1618271624.771691,1522320.000,9803,3,GY,1,100,-0.977
1618271624.812968,1522360.000,9827,2,GY,1,100,-2.197
1618271624.854244,1522400.000,9827,2,GY,1,100,0.092
1618271624.892768,1522437.333,9846,3,GY,1,100,1.007
1618271624.931293,1522474.667,9846,3,GY,1,100,-1.770
1618271624.969818,1522512.000,9846,3,GY,1,100,-1.160
1618271625.008686,1522549.667,9864,3,GY,1,100,0.610
1618271625.047555,1522587.333,9864,3,GY,1,100,1.373
1618271625.086423,1522625.000,9864,3,GY,1,100,0.824
1618271625.128731,1522666.000,9882,2,GY,1,100,1.648
1618271625.171040,1522707.000,9882,2,GY,1,100,1.617
1618271625.209908,1522744.667,9898,3,GY,1,100,0.549
1618271625.248777,1522782.333,9898,3,GY,1,100,1.129
1618271625.287645,1522820.000,9898,3,GY,1,100,1.953
1618271625.328922,1522860.000,9917,2,GY,1,100,0.092
1618271625.370198,1522900.000,9917,2,GY,1,100,-2.350
1618271625.409067,1522937.667,9935,3,GY,1,100,-8.545
1618271625.447935,1522975.333,9935,3,GY,1,100,-2.075
1618271625.486804,1523013.000,9935,3,GY,1,100,3.998
1618271625.528596,1523053.500,9953,2,GY,1,100,1.251
1618271625.570388,1523094.000,9953,2,GY,1,100,0.275
1618271625.614416,1523136.667,9970,3,GY,1,100,-0.275
1618271625.658444,1523179.333,9970,3,GY,1,100,-1.221
1618271625.702472,1523222.000,9970,3,GY,1,100,0.916
1618271625.735494,1523254.000,9989,2,GY,1,100,-1.495
1618271625.768515,1523286.000,9989,2,GY,1,100,-1.129
1618271625.812543,1523328.667,10007,3,GY,1,100,0.854
1618271625.856571,1523371.333,10007,3,GY,1,100,3.723
1618271625.900599,1523414.000,10007,3,GY,1,100,5.829
1618271625.939123,1523451.333,10026,3,GY,1,100,2.441
1618271625.977648,1523488.667,10026,3,GY,1,100,0.458
1618271626.016173,1523526.000,10026,3,GY,1,100,1.648
1618271626.058481,1523567.000,10043,2,GY,1,100,3.143
1618271626.100789,1523608.000,10043,2,GY,1,100,-0.427
1618271626.139314,1523645.333,10060,3,GY,1,100,1.312
1618271626.177838,1523682.667,10060,3,GY,1,100,1.892
1618271626.216363,1523720.000,10060,3,GY,1,100,3.174
1618271626.255231,1523757.667,10078,3,GY,1,100,-0.458
1618271626.294100,1523795.333,10078,3,GY,1,100,-0.366
1618271626.332968,1523833.000,10078,3,GY,1,100,2.380
1618271626.374761,1523873.500,10097,2,GY,1,100,3.174
1618271626.416553,1523914.000,10097,2,GY,1,100,-4.303
1618271626.455421,1523951.667,10115,3,GY,1,100,-11.169
1618271626.494290,1523989.333,10115,3,GY,1,100,-6.256
1618271626.533159,1524027.000,10115,3,GY,1,100,1.007
1618271626.574435,1524067.000,10133,2,GY,1,100,9.094
1618271626.615711,1524107.000,10133,2,GY,1,100,3.174
1618271626.660427,1524150.333,10149,3,GY,1,100,-3.540
1618271626.705143,1524193.667,10149,3,GY,1,100,-0.092
1618271626.749859,1524237.000,10149,3,GY,1,100,0.610
1618271626.782364,1524268.500,10169,2,GY,1,100,-1.160
1618271626.814870,1524300.000,10169,2,GY,1,100,-1.495
1618271626.859242,1524343.000,10187,3,GY,1,100,-0.946
1618271626.903614,1524386.000,10187,3,GY,1,100,-0.214
1618271626.947986,1524429.000,10187,3,GY,1,100,1.953
1618271626.990294,1524470.000,10205,2,GY,1,100,2.869
1618271627.032602,1524511.000,10205,2,GY,1,100,4.730
1618271627.071127,1524548.333,10221,3,GY,1,100,2.838
1618271627.109651,1524585.667,10221,3,GY,1,100,0.366
1618271627.148176,1524623.000,10221,3,GY,1,100,1.801
1618271627.186357,1524660.000,10240,3,GY,1,100,0.305
1618271627.224537,1524697.000,10240,3,GY,1,100,-0.031
1618271627.262718,1524734.000,10240,3,GY,1,100,2.228
1618271627.301586,1524771.667,10258,3,GY,1,100,0.671
1618271627.340455,1524809.333,10258,3,GY,1,100,4.761
1618271627.379323,1524847.000,10258,3,GY,1,100,3.021
1618271627.421632,1524888.000,10277,2,GY,1,100,-2.533
1618271627.463940,1524929.000,10277,2,GY,1,100,-2.411
1618271627.505216,1524969.000,10294,2,GY,1,100,-0.580
1618271627.546493,1525009.000,10294,2,GY,1,100,-1.953
1618271627.585017,1525046.333,10311,3,GY,1,100,-0.732
1618271627.623542,1525083.667,10311,3,GY,1,100,2.625
1618271627.662066,1525121.000,10311,3,GY,1,100,1.984
1618271627.706438,1525164.000,10330,3,GY,1,100,2.289
1618271627.750810,1525207.000,10330,3,GY,1,100,1.678
1618271627.795182,1525250.000,10330,3,GY,1,100,1.465
1618271627.835943,1525289.500,10349,2,GY,1,100,-0.214
1618271627.876703,1525329.000,10349,2,GY,1,100,1.404
1618271627.916260,1525367.333,10366,3,GY,1,100,-1.282
1618271627.955816,1525405.667,10366,3,GY,1,100,-1.129
1618271627.995373,1525444.000,10366,3,GY,1,100,3.998
1618271628.033897,1525481.333,10384,3,GY,1,100,2.625
1618271628.072422,1525518.667,10384,3,GY,1,100,-0.183
1618271628.110946,1525556.000,10384,3,GY,1,100,3.387
1618271628.152223,1525596.000,10401,2,GY,1,100,3.723
1618271628.193499,1525636.000,10401,2,GY,1,100,0.488
1618271628.232368,1525673.667,10420,3,GY,1,100,3.052
1618271628.271236,1525711.333,10420,3,GY,1,100,4.669
1618271628.310105,1525749.000,10420,3,GY,1,100,3.937
1618271628.352413,1525790.000,10438,2,GY,1,100,4.150
1618271628.394721,1525831.000,10438,2,GY,1,100,4.456
1618271628.433590,1525868.667,10456,3,GY,1,100,3.540
1618271628.472458,1525906.333,10456,3,GY,1,100,3.998
1618271628.511327,1525944.000,10456,3,GY,1,100,3.662
1618271628.553635,1525985.000,10472,2,GY,1,100,3.357
1618271628.595943,1526026.000,10472,2,GY,1,100,1.251
1618271628.634468,1526063.333,10491,3,GY,1,100,0.244
1618271628.672992,1526100.667,10491,3,GY,1,100,-1.801
1618271628.711517,1526138.000,10491,3,GY,1,100,2.045
1618271628.755545,1526180.667,10510,3,GY,1,100,1.617
1618271628.799573,1526223.333,10510,3,GY,1,100,1.068
1618271628.843601,1526266.000,10510,3,GY,1,100,-1.526
1618271628.882814,1526304.000,10529,3,GY,1,100,-0.977
1618271628.922026,1526342.000,10529,3,GY,1,100,-1.526
1618271628.961239,1526380.000,10529,3,GY,1,100,-1.343
1618271629.003031,1526420.500,10546,2,GY,1,100,-4.028
1618271629.044823,1526461.000,10546,2,GY,1,100,-1.312
1618271629.083348,1526498.333,10563,3,GY,1,100,1.007
1618271629.121872,1526535.667,10563,3,GY,1,100,2.777
1618271629.160397,1526573.000,10563,3,GY,1,100,1.038
1618271629.201673,1526613.000,10581,2,GY,1,100,3.418
1618271629.242950,1526653.000,10581,2,GY,1,100,4.059
1618271629.281818,1526690.667,10600,3,GY,1,100,2.075
1618271629.320687,1526728.333,10600,3,GY,1,100,-6.775
1618271629.359555,1526766.000,10600,3,GY,1,100,-1.648
1618271629.400832,1526806.000,10618,2,GY,1,100,2.167
1618271629.442108,1526846.000,10618,2,GY,1,100,2.747
1618271629.480977,1526883.667,10636,3,GY,1,100,0.000
1618271629.519845,1526921.333,10636,3,GY,1,100,-2.319
1618271629.558714,1526959.000,10636,3,GY,1,100,-1.190
1618271629.603774,1527002.667,10652,3,GY,1,100,-3.082
1618271629.648834,1527046.333,10652,3,GY,1,100,-3.387
1618271629.693894,1527090.000,10652,3,GY,1,100,-2.319
1618271629.734654,1527129.500,10672,2,GY,1,100,-1.709
1618271629.775414,1527169.000,10672,2,GY,1,100,0.671
1618271629.814627,1527207.000,10690,3,GY,1,100,2.686
1618271629.853839,1527245.000,10690,3,GY,1,100,1.373
1618271629.893052,1527283.000,10690,3,GY,1,100,-1.678
1618271629.931921,1527320.667,10709,3,GY,1,100,1.465
1618271629.970789,1527358.333,10709,3,GY,1,100,1.312
1618271630.009657,1527396.000,10709,3,GY,1,100,-2.014
1618271630.050934,1527436.000,10733,4,GY,1,100,0.122
1618271630.092210,1527476.000,10733,4,GY,1,100,1.343
1618271630.133487,1527516.000,10733,4,GY,1,100,0.305
1618271630.174763,1527556.000,10733,4,GY,1,100,2.686
1618271630.213975,1527594.000,10751,3,GY,1,100,1.801
1618271630.253188,1527632.000,10751,3,GY,1,100,-5.249
1618271630.292400,1527670.000,10751,3,GY,1,100,-6.500
1618271630.333677,1527710.000,10769,2,GY,1,100,-6.958
1618271630.374953,1527750.000,10769,2,GY,1,100,-5.035
1618271630.414165,1527788.000,10786,3,GY,1,100,-3.418
1618271630.453378,1527826.000,10786,3,GY,1,100,-3.540
1618271630.492591,1527864.000,10786,3,GY,1,100,-2.319
1618271630.531459,1527901.667,10804,3,GY,1,100,0.702
1618271630.570328,1527939.333,10804,3,GY,1,100,0.061
1618271630.609196,1527977.000,10804,3,GY,1,100,2.808
1618271630.650472,1528017.000,10822,2,GY,1,100,6.470
1618271630.691749,1528057.000,10822,2,GY,1,100,5.188
1618271630.733541,1528097.500,10842,2,GY,1,100,2.075
1618271630.775333,1528138.000,10842,2,GY,1,100,2.808
1618271630.814546,1528176.000,10859,3,GY,1,100,3.357
1618271630.853758,1528214.000,10859,3,GY,1,100,3.632
1618271630.892971,1528252.000,10859,3,GY,1,100,2.563
1618271630.936999,1528294.667,10876,3,GY,1,100,4.059
1618271630.981027,1528337.333,10876,3,GY,1,100,1.770
1618271631.025055,1528380.000,10876,3,GY,1,100,2.136
1618271631.066332,1528420.000,10894,2,GY,1,100,3.265
1618271631.107608,1528460.000,10894,2,GY,1,100,4.333
1618271631.146132,1528497.333,10913,3,GY,1,100,3.754
1618271631.184657,1528534.667,10913,3,GY,1,100,0.763
1618271631.223181,1528572.000,10913,3,GY,1,100,1.709
1618271631.264974,1528612.500,10930,2,GY,1,100,1.007
1618271631.306766,1528653.000,10930,2,GY,1,100,3.662
1618271631.345635,1528690.667,10949,3,GY,1,100,-2.319
1618271631.384503,1528728.333,10949,3,GY,1,100,1.740
1618271631.423372,1528766.000,10949,3,GY,1,100,0.580
1618271631.462240,1528803.667,10965,3,GY,1,100,1.343
1618271631.501109,1528841.333,10965,3,GY,1,100,1.709
1618271631.539977,1528879.000,10965,3,GY,1,100,3.601
1618271631.581254,1528919.000,10984,2,GY,1,100,6.531
1618271631.622530,1528959.000,10984,2,GY,1,100,3.662
1618271631.661055,1528996.333,11002,3,GY,1,100,6.348
1618271631.699579,1529033.667,11002,3,GY,1,100,4.242
1618271631.738104,1529071.000,11002,3,GY,1,100,4.456
1618271631.780412,1529112.000,11021,2,GY,1,100,4.303
