EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1618271854.587288,1745029.333,49260,3,PI,1,100,152553
1618271854.626845,1745067.667,49260,3,PI,1,100,152563
1618271854.666401,1745106.000,49260,3,PI,1,100,152679
1618271854.707677,1745146.000,49278,2,PI,1,100,152768
1618271854.748954,1745186.000,49278,2,PI,1,100,152756
1618271854.788166,1745224.000,49296,3,PI,1,100,152746
1618271854.827379,1745262.000,49296,3,PI,1,100,152830
1618271854.866591,1745300.000,49296,3,PI,1,100,152917
1618271854.905116,1745337.333,49312,3,PI,1,100,153037
1618271854.943640,1745374.667,49312,3,PI,1,100,153163
1618271854.982165,1745412.000,49312,3,PI,1,100,153260
1618271855.023441,1745452.000,49331,2,PI,1,100,153366
1618271855.064718,1745492.000,49331,2,PI,1,100,153451
1618271855.103586,1745529.667,49349,3,PI,1,100,153504
1618271855.142455,1745567.333,49349,3,PI,1,100,153609
1618271855.181323,1745605.000,49349,3,PI,1,100,153701
1618271855.223116,1745645.500,49367,2,PI,1,100,153714
1618271855.264908,1745686.000,49367,2,PI,1,100,153331
1618271855.303088,1745723.000,49384,3,PI,1,100,152858
1618271855.341269,1745760.000,49384,3,PI,1,100,152602
1618271855.379450,1745797.000,49384,3,PI,1,100,152554
1618271855.421758,1745838.000,49403,2,PI,1,100,152595
1618271855.464066,1745879.000,49403,2,PI,1,100,152782
1618271855.502591,1745916.333,49421,3,PI,1,100,152929
1618271855.541115,1745953.667,49421,3,PI,1,100,152972
1618271855.579640,1745991.000,49421,3,PI,1,100,152968
1618271855.623668,1746033.667,49440,3,PI,1,100,153004
1618271855.667696,1746076.333,49440,3,PI,1,100,153118
1618271855.711724,1746119.000,49440,3,PI,1,100,153249
1618271855.753000,1746159.000,49457,2,PI,1,100,153382
1618271855.794277,1746199.000,49457,2,PI,1,100,153497
1618271855.833833,1746237.333,49474,3,PI,1,100,153582
1618271855.873390,1746275.667,49474,3,PI,1,100,153650
1618271855.912946,1746314.000,49474,3,PI,1,100,153667
1618271855.955255,1746355.000,49492,2,PI,1,100,153729
1618271855.997563,1746396.000,49492,2,PI,1,100,153803
1618271856.036087,1746433.333,49511,3,PI,1,100,153914
1618271856.074612,1746470.667,49511,3,PI,1,100,153895
1618271856.113137,1746508.000,49511,3,PI,1,100,153492
1618271856.152349,1746546.000,49528,3,PI,1,100,152983
1618271856.191561,1746584.000,49528,3,PI,1,100,152715
1618271856.230774,1746622.000,49528,3,PI,1,100,152631
1618271856.271534,1746661.500,49546,2,PI,1,100,152686
1618271856.312295,1746701.000,49546,2,PI,1,100,152837
1618271856.351163,1746738.667,49564,3,PI,1,100,152918
1618271856.390032,1746776.333,49564,3,PI,1,100,152944
1618271856.428900,1746814.000,49564,3,PI,1,100,152903
1618271856.467769,1746851.667,49583,3,PI,1,100,152944
1618271856.506638,1746889.333,49583,3,PI,1,100,153047
1618271856.545506,1746927.000,49583,3,PI,1,100,153161
1618271856.587298,1746967.500,49601,2,PI,1,100,153278
1618271856.629091,1747008.000,49601,2,PI,1,100,153387
1618271856.673807,1747051.333,49619,3,PI,1,100,153473
1618271856.718523,1747094.667,49619,3,PI,1,100,153572
1618271856.763239,1747138.000,49619,3,PI,1,100,153632
1618271856.796260,1747170.000,49636,2,PI,1,100,153734
1618271856.829281,1747202.000,49636,2,PI,1,100,153855
1618271856.873309,1747244.667,49654,3,PI,1,100,153927
1618271856.917337,1747287.333,49654,3,PI,1,100,153601
1618271856.961365,1747330.000,49654,3,PI,1,100,153052
1618271857.000578,1747368.000,49672,3,PI,1,100,152662
1618271857.039790,1747406.000,49672,3,PI,1,100,152493
1618271857.079003,1747444.000,49672,3,PI,1,100,152469
1618271857.121311,1747485.000,49691,2,PI,1,100,152578
1618271857.163619,1747526.000,49691,2,PI,1,100,152704
1618271857.201800,1747563.000,49708,3,PI,1,100,152736
1618271857.239980,1747600.000,49708,3,PI,1,100,152727
1618271857.278161,1747637.000,49708,3,PI,1,100,152733
1618271857.319953,1747677.500,49726,2,PI,1,100,152811
1618271857.361745,1747718.000,49726,2,PI,1,100,152909
1618271857.399926,1747755.000,49744,3,PI,1,100,153048
1618271857.438107,1747792.000,49744,3,PI,1,100,153165
1618271857.476287,1747829.000,49744,3,PI,1,100,153277
1618271857.515844,1747867.333,49763,3,PI,1,100,153379
1618271857.555400,1747905.667,49763,3,PI,1,100,153435
1618271857.594957,1747944.000,49763,3,PI,1,100,153534
1618271857.635717,1747983.500,49781,2,PI,1,100,153644
1618271857.676477,1748023.000,49781,2,PI,1,100,153783
1618271857.718012,1748063.250,49804,4,PI,1,100,153689
1618271857.759546,1748103.500,49804,4,PI,1,100,153196
1618271857.801080,1748143.750,49804,4,PI,1,100,152756
1618271857.842615,1748184.000,49804,4,PI,1,100,152555
1618271857.881483,1748221.667,49822,3,PI,1,100,152519
1618271857.920352,1748259.333,49822,3,PI,1,100,152573
1618271857.959220,1748297.000,49822,3,PI,1,100,152745
1618271857.998089,1748334.667,49840,3,PI,1,100,152848
1618271858.036958,1748372.333,49840,3,PI,1,100,152866
1618271858.075826,1748410.000,49840,3,PI,1,100,152896
1618271858.117618,1748450.500,49856,2,PI,1,100,152980
1618271858.159410,1748491.000,49856,2,PI,1,100,153117
1618271858.198279,1748528.667,49875,3,PI,1,100,153245
1618271858.237148,1748566.333,49875,3,PI,1,100,153387
1618271858.276016,1748604.000,49875,3,PI,1,100,153507
1618271858.318324,1748645.000,49894,2,PI,1,100,153613
1618271858.360633,1748686.000,49894,2,PI,1,100,153719
1618271858.405349,1748729.333,49912,3,PI,1,100,153762
1618271858.450065,1748772.667,49912,3,PI,1,100,153822
1618271858.494781,1748816.000,49912,3,PI,1,100,153898
1618271858.527286,1748847.500,49928,2,PI,1,100,154000
1618271858.559791,1748879.000,49928,2,PI,1,100,153797
1618271858.604507,1748922.333,49947,3,PI,1,100,153267
1618271858.649223,1748965.667,49947,3,PI,1,100,152853
1618271858.693939,1749009.000,49947,3,PI,1,100,152675
1618271858.726960,1749041.000,49965,2,PI,1,100,152657
1618271858.759981,1749073.000,49965,2,PI,1,100,152779
1618271858.804353,1749116.000,49984,3,PI,1,100,152928
1618271858.848725,1749159.000,49984,3,PI,1,100,152976
1618271858.893097,1749202.000,49984,3,PI,1,100,152961
1618271858.931966,1749239.667,50001,3,PI,1,100,152975
1618271858.970834,1749277.333,50001,3,PI,1,100,153013
1618271859.009703,1749315.000,50001,3,PI,1,100,153117
1618271859.051495,1749355.500,50018,2,PI,1,100,153256
1618271859.093287,1749396.000,50018,2,PI,1,100,153403
1618271859.131468,1749433.000,50036,3,PI,1,100,153500
1618271859.169649,1749470.000,50036,3,PI,1,100,153592
1618271859.207829,1749507.000,50036,3,PI,1,100,153670
1618271859.247042,1749545.000,50055,3,PI,1,100,153731
1618271859.286254,1749583.000,50055,3,PI,1,100,153846
1618271859.325467,1749621.000,50055,3,PI,1,100,153935
1618271859.366743,1749661.000,50074,2,PI,1,100,153667
1618271859.408020,1749701.000,50074,2,PI,1,100,153102
1618271859.446200,1749738.000,50092,3,PI,1,100,152677
1618271859.484381,1749775.000,50092,3,PI,1,100,152512
1618271859.522561,1749812.000,50092,3,PI,1,100,152478
1618271859.563838,1749852.000,50108,2,PI,1,100,152526
1618271859.605114,1749892.000,50108,2,PI,1,100,152675
1618271859.644326,1749930.000,50127,3,PI,1,100,152740
1618271859.683539,1749968.000,50127,3,PI,1,100,152711
1618271859.722752,1750006.000,50127,3,PI,1,100,152718
1618271859.766780,1750048.667,50145,3,PI,1,100,152819
1618271859.810808,1750091.333,50145,3,PI,1,100,152889
1618271859.854836,1750134.000,50145,3,PI,1,100,152990
1618271859.896628,1750174.500,50164,2,PI,1,100,153138
1618271859.938420,1750215.000,50164,2,PI,1,100,153265
1618271859.977289,1750252.667,50181,3,PI,1,100,153340
1618271860.016157,1750290.333,50181,3,PI,1,100,153413
1618271860.055026,1750328.000,50181,3,PI,1,100,153495
1618271860.093550,1750365.333,50198,3,PI,1,100,153600
1618271860.132075,1750402.667,50198,3,PI,1,100,153701
1618271860.170600,1750440.000,50198,3,PI,1,100,153388
1618271860.212908,1750481.000,50216,2,PI,1,100,152844
1618271860.255216,1750522.000,50216,2,PI,1,100,152445
1618271860.294085,1750559.667,50236,3,PI,1,100,152252
1618271860.332953,1750597.333,50236,3,PI,1,100,152265
1618271860.371822,1750635.000,50236,3,PI,1,100,152328
1618271860.413098,1750675.000,50253,2,PI,1,100,152464
1618271860.454375,1750715.000,50253,2,PI,1,100,152556
1618271860.492899,1750752.333,50270,3,PI,1,100,152569
1618271860.531424,1750789.667,50270,3,PI,1,100,152637
1618271860.569948,1750827.000,50270,3,PI,1,100,152764
1618271860.612257,1750868.000,50288,2,PI,1,100,152854
1618271860.654565,1750909.000,50288,2,PI,1,100,152971
1618271860.693433,1750946.667,50307,3,PI,1,100,153055
1618271860.732302,1750984.333,50307,3,PI,1,100,153127
1618271860.771170,1751022.000,50307,3,PI,1,100,153275
1618271860.811931,1751061.500,50325,2,PI,1,100,153382
1618271860.852691,1751101.000,50325,2,PI,1,100,153488
1618271860.891904,1751139.000,50343,3,PI,1,100,153589
1618271860.931116,1751177.000,50343,3,PI,1,100,153704
1618271860.970329,1751215.000,50343,3,PI,1,100,153593
1618271861.014357,1751257.667,50359,3,PI,1,100,153096
1618271861.058385,1751300.333,50359,3,PI,1,100,152646
1618271861.102413,1751343.000,50359,3,PI,1,100,152446
1618271861.144205,1751383.500,50378,2,PI,1,100,152375
1618271861.185997,1751424.000,50378,2,PI,1,100,152449
1618271861.224866,1751461.667,50396,3,PI,1,100,152594
1618271861.263735,1751499.333,50396,3,PI,1,100,152706
1618271861.302603,1751537.000,50396,3,PI,1,100,152712
1618271861.341815,1751575.000,50415,3,PI,1,100,152744
1618271861.381028,1751613.000,50415,3,PI,1,100,152827
1618271861.420241,1751651.000,50415,3,PI,1,100,152960
1618271861.461517,1751691.000,50432,2,PI,1,100,153107
1618271861.502793,1751731.000,50432,2,PI,1,100,153259
1618271861.541662,1751768.667,50450,3,PI,1,100,153350
1618271861.580530,1751806.333,50450,3,PI,1,100,153433
1618271861.619399,1751844.000,50450,3,PI,1,100,153525
1618271861.658267,1751881.667,50468,3,PI,1,100,153588
1618271861.697136,1751919.333,50468,3,PI,1,100,153688
1618271861.736005,1751957.000,50468,3,PI,1,100,153785
1618271861.777281,1751997.000,50487,2,PI,1,100,153914
1618271861.818557,1752037.000,50487,2,PI,1,100,153683
1618271861.857770,1752075.000,50504,3,PI,1,100,153138
1618271861.896982,1752113.000,50504,3,PI,1,100,152763
1618271861.936195,1752151.000,50504,3,PI,1,100,152610
1618271861.977471,1752191.000,50521,2,PI,1,100,152613
1618271862.018747,1752231.000,50521,2,PI,1,100,152733
1618271862.063119,1752274.000,50539,3,PI,1,100,152871
1618271862.107491,1752317.000,50539,3,PI,1,100,152929
1618271862.151864,1752360.000,50539,3,PI,1,100,152938
1618271862.185400,1752392.500,50558,2,PI,1,100,152945
1618271862.218938,1752425.000,50558,2,PI,1,100,153013
1618271862.263654,1752468.333,50577,3,PI,1,100,153131
1618271862.308370,1752511.667,50577,3,PI,1,100,153292
1618271862.353086,1752555.000,50577,3,PI,1,100,153429
1618271862.386107,1752587.000,50595,2,PI,1,100,153523
1618271862.419128,1752619.000,50595,2,PI,1,100,153612
1618271862.463500,1752662.000,50611,3,PI,1,100,153678
1618271862.507872,1752705.000,50611,3,PI,1,100,153778
1618271862.552244,1752748.000,50611,3,PI,1,100,153894
1618271862.591456,1752786.000,50630,3,PI,1,100,153996
1618271862.630669,1752824.000,50630,3,PI,1,100,154016
1618271862.669882,1752862.000,50630,3,PI,1,100,153577
1618271862.711674,1752902.500,50648,2,PI,1,100,153085
1618271862.753466,1752943.000,50648,2,PI,1,100,152845
1618271862.792335,1752980.667,50666,3,PI,1,100,152804
1618271862.831203,1753018.333,50666,3,PI,1,100,152881
1618271862.870072,1753056.000,50666,3,PI,1,100,153034
1618271862.908940,1753093.667,50682,3,PI,1,100,153146
1618271862.947809,1753131.333,50682,3,PI,1,100,153106
1618271862.986677,1753169.000,50682,3,PI,1,100,153078
1618271863.030361,1753211.333,50706,3,PI,1,100,153127
1618271863.074045,1753253.667,50706,3,PI,1,100,153238
1618271863.117730,1753296.000,50706,3,PI,1,100,153381
1618271863.156598,1753333.667,50724,3,PI,1,100,153530
1618271863.195467,1753371.333,50724,3,PI,1,100,153655
1618271863.234335,1753409.000,50724,3,PI,1,100,153742
1618271863.273204,1753446.667,50743,3,PI,1,100,153783
1618271863.312072,1753484.333,50743,3,PI,1,100,153871
1618271863.350941,1753522.000,50743,3,PI,1,100,153970
1618271863.389122,1753559.000,50761,3,PI,1,100,154055
1618271863.427302,1753596.000,50761,3,PI,1,100,154096
1618271863.465483,1753633.000,50761,3,PI,1,100,153731
1618271863.508307,1753674.500,50780,2,PI,1,100,153228
1618271863.551131,1753716.000,50780,2,PI,1,100,152975
1618271863.590000,1753753.667,50797,3,PI,1,100,152914
1618271863.628868,1753791.333,50797,3,PI,1,100,152993
1618271863.667737,1753829.000,50797,3,PI,1,100,153143
1618271863.709013,1753869.000,50814,2,PI,1,100,153237
1618271863.750289,1753909.000,50814,2,PI,1,100,153240
1618271863.794662,1753952.000,50832,3,PI,1,100,153267
1618271863.839034,1753995.000,50832,3,PI,1,100,153350
1618271863.883405,1754038.000,50832,3,PI,1,100,153511
1618271863.917459,1754071.000,50851,2,PI,1,100,153716
1618271863.951512,1754104.000,50851,2,PI,1,100,153909
1618271863.995883,1754147.000,50869,3,PI,1,100,154032
1618271864.040256,1754190.000,50869,3,PI,1,100,154130
1618271864.084628,1754233.000,50869,3,PI,1,100,154209
1618271864.123496,1754270.667,50887,3,PI,1,100,154293
1618271864.162365,1754308.333,50887,3,PI,1,100,154412
1618271864.201233,1754346.000,50887,3,PI,1,100,154559
1618271864.243026,1754386.500,50903,2,PI,1,100,154599
1618271864.284818,1754427.000,50903,2,PI,1,100,154125
1618271864.323342,1754464.333,50923,3,PI,1,100,153555
1618271864.361867,1754501.667,50923,3,PI,1,100,153292
1618271864.400392,1754539.000,50923,3,PI,1,100,153230
1618271864.442700,1754580.000,50941,2,PI,1,100,153340
1618271864.485008,1754621.000,50941,2,PI,1,100,153538
1618271864.523877,1754658.667,50959,3,PI,1,100,153621
1618271864.562745,1754696.333,50959,3,PI,1,100,153614
1618271864.601614,1754734.000,50959,3,PI,1,100,153608
1618271864.639794,1754771.000,50976,3,PI,1,100,153645
1618271864.677975,1754808.000,50976,3,PI,1,100,153735
1618271864.716156,1754845.000,50976,3,PI,1,100,153810
1618271864.758464,1754886.000,50994,2,PI,1,100,153927
1618271864.800772,1754927.000,50994,2,PI,1,100,154051
1618271864.839984,1754965.000,51012,3,PI,1,100,154133
1618271864.879197,1755003.000,51012,3,PI,1,100,154260
1618271864.918410,1755041.000,51012,3,PI,1,100,154350
1618271864.959170,1755080.500,51031,2,PI,1,100,154432
1618271864.999930,1755120.000,51031,2,PI,1,100,154243
1618271865.039143,1755158.000,51048,3,PI,1,100,153724
1618271865.078355,1755196.000,51048,3,PI,1,100,153311
1618271865.117568,1755234.000,51048,3,PI,1,100,153149
1618271865.159360,1755274.500,51065,2,PI,1,100,153164
1618271865.201152,1755315.000,51065,2,PI,1,100,153301
1618271865.245180,1755357.667,51083,3,PI,1,100,153455
1618271865.289209,1755400.333,51083,3,PI,1,100,153505
1618271865.333237,1755443.000,51083,3,PI,1,100,153506
1618271865.372105,1755480.667,51103,3,PI,1,100,153530
1618271865.410974,1755518.333,51103,3,PI,1,100,153609
1618271865.449842,1755556.000,51103,3,PI,1,100,153692
1618271865.491635,1755596.500,51121,2,PI,1,100,153777
1618271865.533427,1755637.000,51121,2,PI,1,100,153850
1618271865.571607,1755674.000,51137,3,PI,1,100,153920
1618271865.609788,1755711.000,51137,3,PI,1,100,154021
1618271865.647969,1755748.000,51137,3,PI,1,100,154119
1618271865.689761,1755788.500,51155,2,PI,1,100,154238
1618271865.731553,1755829.000,51155,2,PI,1,100,154266
1618271865.770766,1755867.000,51174,3,PI,1,100,153858
1618271865.809978,1755905.000,51174,3,PI,1,100,153338
1618271865.849191,1755943.000,51174,3,PI,1,100,153071
1618271865.887715,1755980.333,51192,3,PI,1,100,153026
1618271865.926240,1756017.667,51192,3,PI,1,100,153095
1618271865.964765,1756055.000,51192,3,PI,1,100,153263
1618271866.007073,1756096.000,51210,2,PI,1,100,153357
1618271866.049381,1756137.000,51210,2,PI,1,100,153350
1618271866.087906,1756174.333,51226,3,PI,1,100,153342
1618271866.126430,1756211.667,51226,3,PI,1,100,153379
1618271866.164955,1756249.000,51226,3,PI,1,100,153486
1618271866.206231,1756289.000,51245,2,PI,1,100,153574
1618271866.247507,1756329.000,51245,2,PI,1,100,153705
1618271866.286720,1756367.000,51264,3,PI,1,100,153788
1618271866.325932,1756405.000,51264,3,PI,1,100,153900
1618271866.365145,1756443.000,51264,3,PI,1,100,154000
1618271866.409173,1756485.667,51283,3,PI,1,100,154070
1618271866.453201,1756528.333,51283,3,PI,1,100,154177
1618271866.497229,1756571.000,51283,3,PI,1,100,154056
1618271866.538506,1756611.000,51300,2,PI,1,100,153535
1618271866.579782,1756651.000,51300,2,PI,1,100,153069
1618271866.618650,1756688.667,51317,3,PI,1,100,152834
1618271866.657519,1756726.333,51317,3,PI,1,100,152800
1618271866.696388,1756764.000,51317,3,PI,1,100,152870
1618271866.735256,1756801.667,51335,3,PI,1,100,152964
1618271866.774125,1756839.333,51335,3,PI,1,100,153031
1618271866.812993,1756877.000,51335,3,PI,1,100,153044
1618271866.853753,1756916.500,51354,2,PI,1,100,153080
1618271866.894514,1756956.000,51354,2,PI,1,100,153133
1618271866.934414,1756994.667,51372,3,PI,1,100,153220
1618271866.974315,1757033.333,51372,3,PI,1,100,153334
1618271867.014215,1757072.000,51372,3,PI,1,100,153476
1618271867.054976,1757111.500,51390,2,PI,1,100,153577
1618271867.095736,1757151.000,51390,2,PI,1,100,153688
1618271867.134260,1757188.333,51406,3,PI,1,100,153765
1618271867.172785,1757225.667,51406,3,PI,1,100,153870
1618271867.211310,1757263.000,51406,3,PI,1,100,153920
1618271867.250178,1757300.667,51425,3,PI,1,100,153726
1618271867.289047,1757338.333,51425,3,PI,1,100,153251
1618271867.327915,1757376.000,51425,3,PI,1,100,152844
1618271867.370224,1757417.000,51444,2,PI,1,100,152701
1618271867.412532,1757458.000,51444,2,PI,1,100,152700
1618271867.455872,1757500.000,51462,3,PI,1,100,152816
1618271867.499212,1757542.000,51462,3,PI,1,100,152984
1618271867.542552,1757584.000,51462,3,PI,1,100,153048
1618271867.576605,1757617.000,51479,2,PI,1,100,153056
1618271867.610658,1757650.000,51479,2,PI,1,100,153076
1618271867.655030,1757693.000,51497,3,PI,1,100,153136
1618271867.699402,1757736.000,51497,3,PI,1,100,153214
1618271867.743774,1757779.000,51497,3,PI,1,100,153364
1618271867.781611,1757815.667,51515,3,PI,1,100,153453
1618271867.819448,1757852.333,51515,3,PI,1,100,153562
1618271867.857284,1757889.000,51515,3,PI,1,100,153639
1618271867.900108,1757930.500,51534,2,PI,1,100,153714
1618271867.942933,1757972.000,51534,2,PI,1,100,153822
1618271867.981801,1758009.667,51551,3,PI,1,100,153891
1618271868.020670,1758047.333,51551,3,PI,1,100,153901
1618271868.059538,1758085.000,51551,3,PI,1,100,153514
1618271868.100299,1758124.500,51568,2,PI,1,100,153037
1618271868.141059,1758164.000,51568,2,PI,1,100,152828
1618271868.180615,1758202.333,51586,3,PI,1,100,152761
1618271868.220172,1758240.667,51586,3,PI,1,100,152852
1618271868.259728,1758279.000,51586,3,PI,1,100,153019
1618271868.299354,1758317.400,51611,5,PI,1,100,153100
1618271868.338979,1758355.800,51611,5,PI,1,100,153065
1618271868.378604,1758394.200,51611,5,PI,1,100,153029
1618271868.418230,1758432.600,51611,5,PI,1,100,153090
1618271868.457855,1758471.000,51611,5,PI,1,100,153212
1618271868.496379,1758508.333,51629,3,PI,1,100,153328
1618271868.534904,1758545.667,51629,3,PI,1,100,153446
1618271868.573429,1758583.000,51629,3,PI,1,100,153552
1618271868.614705,1758623.000,51648,2,PI,1,100,153640
1618271868.655981,1758663.000,51648,2,PI,1,100,153770
1618271868.700009,1758705.667,51666,3,PI,1,100,153909
1618271868.744037,1758748.333,51666,3,PI,1,100,154099
1618271868.788065,1758791.000,51666,3,PI,1,100,154283
1618271868.821602,1758823.500,51685,2,PI,1,100,154195
1618271868.855139,1758856.000,51685,2,PI,1,100,153709
1618271868.899856,1758899.333,51702,3,PI,1,100,153264
1618271868.944571,1758942.667,51702,3,PI,1,100,153086
1618271868.989288,1758986.000,51702,3,PI,1,100,153103
1618271869.027468,1759023.000,51719,3,PI,1,100,153231
1618271869.065649,1759060.000,51719,3,PI,1,100,153404
1618271869.103829,1759097.000,51719,3,PI,1,100,153412
1618271869.145622,1759137.500,51737,2,PI,1,100,153362
1618271869.187414,1759178.000,51737,2,PI,1,100,153343
1618271869.226970,1759216.333,51756,3,PI,1,100,153367
1618271869.266527,1759254.667,51756,3,PI,1,100,153457
1618271869.306083,1759293.000,51756,3,PI,1,100,153601
1618271869.344264,1759330.000,51775,3,PI,1,100,153695
1618271869.382445,1759367.000,51775,3,PI,1,100,153800
1618271869.420625,1759404.000,51775,3,PI,1,100,153874
1618271869.462417,1759444.500,51793,2,PI,1,100,153975
1618271869.504210,1759485.000,51793,2,PI,1,100,154083
1618271869.543078,1759522.667,51809,3,PI,1,100,154173
1618271869.581947,1759560.333,51809,3,PI,1,100,154024
1618271869.620815,1759598.000,51809,3,PI,1,100,153549
1618271869.663124,1759639.000,51828,2,PI,1,100,153149
1618271869.705432,1759680.000,51828,2,PI,1,100,153046
1618271869.743956,1759717.333,51846,3,PI,1,100,153055
1618271869.782481,1759754.667,51846,3,PI,1,100,153225
1618271869.821006,1759792.000,51846,3,PI,1,100,153386
1618271869.862798,1759832.500,51864,2,PI,1,100,153421
1618271869.904590,1759873.000,51864,2,PI,1,100,153379
1618271869.943115,1759910.333,51881,3,PI,1,100,153366
1618271869.981639,1759947.667,51881,3,PI,1,100,153455
1618271870.020164,1759985.000,51881,3,PI,1,100,153553
1618271870.061956,1760025.500,51899,2,PI,1,100,153657
1618271870.103749,1760066.000,51899,2,PI,1,100,153787
1618271870.148464,1760109.333,51917,3,PI,1,100,153886
1618271870.193181,1760152.667,51917,3,PI,1,100,153963
1618271870.237896,1760196.000,51917,3,PI,1,100,154049
1618271870.276421,1760233.333,51937,3,PI,1,100,154139
1618271870.314946,1760270.667,51937,3,PI,1,100,154215
1618271870.353470,1760308.000,51937,3,PI,1,100,153928
1618271870.395262,1760348.500,51954,2,PI,1,100,153383
1618271870.437055,1760389.000,51954,2,PI,1,100,153072
1618271870.475580,1760426.333,51971,3,PI,1,100,152937
1618271870.514104,1760463.667,51971,3,PI,1,100,152973
1618271870.552629,1760501.000,51971,3,PI,1,100,153132
1618271870.591497,1760538.667,51989,3,PI,1,100,153237
1618271870.630366,1760576.333,51989,3,PI,1,100,153284
1618271870.669234,1760614.000,51989,3,PI,1,100,153247
1618271870.710510,1760654.000,52008,2,PI,1,100,153271
1618271870.751787,1760694.000,52008,2,PI,1,100,153354
1618271870.790655,1760731.667,52026,3,PI,1,100,153442
1618271870.829524,1760769.333,52026,3,PI,1,100,153573
1618271870.868392,1760807.000,52026,3,PI,1,100,153661
1618271870.910185,1760847.500,52044,2,PI,1,100,153746
1618271870.951977,1760888.000,52044,2,PI,1,100,153826
1618271870.990846,1760925.667,52060,3,PI,1,100,153928
1618271871.029714,1760963.333,52060,3,PI,1,100,154014
1618271871.068583,1761001.000,52060,3,PI,1,100,154101
1618271871.110375,1761041.500,52079,2,PI,1,100,153889
1618271871.152167,1761082.000,52079,2,PI,1,100,153378
1618271871.191380,1761120.000,52097,3,PI,1,100,152988
1618271871.230592,1761158.000,52097,3,PI,1,100,152841
1618271871.269805,1761196.000,52097,3,PI,1,100,152839
1618271871.310565,1761235.500,52116,2,PI,1,100,152947
1618271871.351326,1761275.000,52116,2,PI,1,100,153105
1618271871.396385,1761318.667,52132,3,PI,1,100,153121
1618271871.441446,1761362.333,52132,3,PI,1,100,153080
1618271871.486506,1761406.000,52132,3,PI,1,100,153088
1618271871.525374,1761443.667,52151,3,PI,1,100,153137
1618271871.564243,1761481.333,52151,3,PI,1,100,153275
1618271871.603111,1761519.000,52151,3,PI,1,100,153380
1618271871.640518,1761555.250,52169,4,PI,1,100,153492
1618271871.677924,1761591.500,52169,4,PI,1,100,153619
1618271871.715331,1761627.750,52169,4,PI,1,100,153682
1618271871.752738,1761664.000,52169,4,PI,1,100,153754
1618271871.797110,1761707.000,52188,3,PI,1,100,153861
1618271871.841482,1761750.000,52188,3,PI,1,100,153981
1618271871.885854,1761793.000,52188,3,PI,1,100,153852
1618271871.928162,1761834.000,52206,2,PI,1,100,153340
1618271871.970470,1761875.000,52206,2,PI,1,100,152917
1618271872.010302,1761913.600,52225,5,PI,1,100,152724
1618271872.050134,1761952.200,52225,5,PI,1,100,152695
1618271872.089965,1761990.800,52225,5,PI,1,100,152806
1618271872.129797,1762029.400,52225,5,PI,1,100,152950
1618271872.169629,1762068.000,52225,5,PI,1,100,152999
1618271872.208325,1762105.500,52244,6,PI,1,100,153003
1618271872.247022,1762143.000,52244,6,PI,1,100,153023
1618271872.285718,1762180.500,52244,6,PI,1,100,153128
1618271872.324415,1762218.000,52244,6,PI,1,100,153240
1618271872.363111,1762255.500,52244,6,PI,1,100,153368
1618271872.401808,1762293.000,52244,6,PI,1,100,153508
1618271872.441408,1762331.375,52264,8,PI,1,100,153620
1618271872.481007,1762369.750,52264,8,PI,1,100,153733
1618271872.520607,1762408.125,52264,8,PI,1,100,153826
1618271872.560206,1762446.500,52264,8,PI,1,100,153912
1618271872.599806,1762484.875,52264,8,PI,1,100,154048
1618271872.639405,1762523.250,52264,8,PI,1,100,154037
1618271872.679004,1762561.625,52264,8,PI,1,100,153573
1618271872.718604,1762600.000,52264,8,PI,1,100,153070
1618271872.760190,1762640.300,52283,10,PI,1,100,152806
1618271872.801776,1762680.600,52283,10,PI,1,100,152733
1618271872.843362,1762720.900,52283,10,PI,1,100,152816
1618271872.884948,1762761.200,52283,10,PI,1,100,152981
1618271872.926533,1762801.500,52283,10,PI,1,100,153011
1618271872.968119,1762841.800,52283,10,PI,1,100,152976
1618271873.009705,1762882.100,52283,10,PI,1,100,152977
1618271873.051291,1762922.400,52283,10,PI,1,100,153053
1618271873.092877,1762962.700,52283,10,PI,1,100,153164
1618271873.134463,1763003.000,52283,10,PI,1,100,153257
1618271873.174855,1763042.143,52303,7,PI,1,100,153382
1618271873.215247,1763081.286,52303,7,PI,1,100,153498
1618271873.255638,1763120.429,52303,7,PI,1,100,153605
1618271873.296030,1763159.571,52303,7,PI,1,100,153684
1618271873.336422,1763198.714,52303,7,PI,1,100,153775
1618271873.376814,1763237.857,52303,7,PI,1,100,153874
1618271873.417206,1763277.000,52303,7,PI,1,100,153938
1618271873.450743,1763309.500,52321,2,PI,1,100,153724
1618271873.484280,1763342.000,52321,2,PI,1,100,153188
1618271873.524524,1763381.000,52343,5,PI,1,100,152822
1618271873.564769,1763420.000,52343,5,PI,1,100,152705
1618271873.605013,1763459.000,52343,5,PI,1,100,152752
1618271873.645257,1763498.000,52343,5,PI,1,100,152883
1618271873.685502,1763537.000,52343,5,PI,1,100,153036
1618271873.727036,1763577.250,52361,4,PI,1,100,153086
1618271873.768571,1763617.500,52361,4,PI,1,100,153065
1618271873.810105,1763657.750,52361,4,PI,1,100,153109
1618271873.851639,1763698.000,52361,4,PI,1,100,153233
