EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,H0
1618271627.971639,1525421.000,10361,1,H0,1,100,89.097
1618271628.105787,1525551.000,10379,1,H0,1,100,89.070
1618271628.237871,1525679.000,10415,1,H0,1,100,89.104
1618271628.372019,1525809.000,10433,1,H0,1,100,89.097
1618271628.505135,1525938.000,10451,1,H0,1,100,89.093
1618271628.640315,1526069.000,10486,1,H0,1,100,89.089
1618271628.771368,1526196.000,10505,1,H0,1,100,89.089
1618271628.904484,1526325.000,10524,1,H0,1,100,89.108
1618271629.038632,1526455.000,10541,1,H0,1,100,89.108
1618271629.170716,1526583.000,10576,1,H0,1,100,89.127
1618271629.303832,1526712.000,10595,1,H0,1,100,89.081
1618271629.435916,1526840.000,10613,1,H0,1,100,89.116
1618271629.569033,1526969.000,10631,1,H0,1,100,89.097
1618271629.704213,1527100.000,10667,1,H0,1,100,89.123
1618271629.836297,1527228.000,10685,1,H0,1,100,89.127
1618271629.970445,1527358.000,10704,1,H0,1,100,89.108
1618271630.102529,1527486.000,10728,1,H0,1,100,89.119
1618271630.236677,1527616.000,10746,1,H0,1,100,89.123
1618271630.369793,1527745.000,10764,1,H0,1,100,89.142
1618271630.502910,1527874.000,10781,1,H0,1,100,89.135
1618271630.636026,1528003.000,10817,1,H0,1,100,89.154
1618271630.769142,1528132.000,10837,1,H0,1,100,89.158
1618271630.903290,1528262.000,10854,1,H0,1,100,89.169
1618271631.034342,1528389.000,10889,1,H0,1,100,89.173
1618271631.168490,1528519.000,10908,1,H0,1,100,89.177
1618271631.300575,1528647.000,10925,1,H0,1,100,89.181
1618271631.433691,1528776.000,10944,1,H0,1,100,89.192
1618271631.566807,1528905.000,10979,1,H0,1,100,89.207
1618271631.698891,1529033.000,10997,1,H0,1,100,89.226
1618271631.833039,1529163.000,11016,1,H0,1,100,89.222
1618271631.967187,1529293.000,11033,1,H0,1,100,89.245
1618271632.100304,1529422.000,11069,1,H0,1,100,89.249
1618271632.234452,1529552.000,11088,1,H0,1,100,89.249
1618271632.368600,1529682.000,11105,1,H0,1,100,89.268
1618271632.501716,1529811.000,11140,1,H0,1,100,89.291
1618271632.634832,1529940.000,11159,1,H0,1,100,89.287
1618271632.767948,1530069.000,11177,1,H0,1,100,89.299
1618271632.900033,1530197.000,11195,1,H0,1,100,89.306
1618271633.033149,1530326.000,11231,1,H0,1,100,89.318
1618271633.165233,1530454.000,11249,1,H0,1,100,89.318
1618271633.296285,1530581.000,11267,1,H0,1,100,89.337
1618271633.430433,1530711.000,11302,1,H0,1,100,89.356
1618271633.563550,1530840.000,11320,1,H0,1,100,89.375
1618271633.696666,1530969.000,11339,1,H0,1,100,89.375
1618271633.829782,1531098.000,11357,1,H0,1,100,89.371
1618271633.962898,1531227.000,11392,1,H0,1,100,89.390
1618271634.097046,1531357.000,11411,1,H0,1,100,89.413
1618271634.229130,1531485.000,11428,1,H0,1,100,89.413
1618271634.362247,1531614.000,11446,1,H0,1,100,89.417
1618271634.495363,1531743.000,11482,1,H0,1,100,89.444
1618271634.628479,1531872.000,11500,1,H0,1,100,89.448
1618271634.762627,1532002.000,11519,1,H0,1,100,89.451
1618271634.894711,1532130.000,11536,1,H0,1,100,89.478
1618271635.027827,1532259.000,11572,1,H0,1,100,89.467
1618271635.160944,1532388.000,11591,1,H0,1,100,89.482
1618271635.295092,1532518.000,11608,1,H0,1,100,89.478
1618271635.427176,1532646.000,11648,1,H0,1,100,89.512
1618271635.559260,1532774.000,11667,1,H0,1,100,89.520
1618271635.693408,1532904.000,11684,1,H0,1,100,89.520
1618271635.826524,1533033.000,11704,1,H0,1,100,89.528
1618271635.960672,1533163.000,11739,1,H0,1,100,89.539
1618271636.093788,1533292.000,11757,1,H0,1,100,89.566
1618271636.226905,1533421.000,11775,1,H0,1,100,89.551
1618271636.362085,1533552.000,11810,1,H0,1,100,89.562
1618271636.494169,1533680.000,11828,1,H0,1,100,89.577
1618271636.628317,1533810.000,11847,1,H0,1,100,89.577
1618271636.760401,1533938.000,11865,1,H0,1,100,89.589
1618271636.893517,1534067.000,11900,1,H0,1,100,89.596
1618271637.026634,1534196.000,11919,1,H0,1,100,89.631
1618271637.158718,1534324.000,11936,1,H0,1,100,89.623
1618271637.291834,1534453.000,11954,1,H0,1,100,89.638
1618271637.424950,1534582.000,11990,1,H0,1,100,89.642
1618271637.559098,1534712.000,12008,1,H0,1,100,89.654
1618271637.691182,1534840.000,12026,1,H0,1,100,89.654
1618271637.825330,1534970.000,12062,1,H0,1,100,89.646
1618271637.959479,1535100.000,12080,1,H0,1,100,89.627
1618271638.092595,1535229.000,12098,1,H0,1,100,89.657
1618271638.226743,1535359.000,12115,1,H0,1,100,89.661
1618271638.358827,1535487.000,12151,1,H0,1,100,89.684
1618271638.491943,1535616.000,12170,1,H0,1,100,89.695
1618271638.626091,1535746.000,12187,1,H0,1,100,89.688
1618271638.758176,1535874.000,12223,1,H0,1,100,89.692
1618271638.892324,1536004.000,12242,1,H0,1,100,89.726
1618271639.025440,1536133.000,12260,1,H0,1,100,89.722
1618271639.157524,1536261.000,12278,1,H0,1,100,89.703
1618271639.290640,1536390.000,12313,1,H0,1,100,89.734
1618271639.423756,1536519.000,12331,1,H0,1,100,89.741
1618271639.556873,1536648.000,12349,1,H0,1,100,89.760
1618271639.689989,1536777.000,12385,1,H0,1,100,89.760
1618271639.824137,1536907.000,12403,1,H0,1,100,89.741
1618271639.955189,1537034.000,12422,1,H0,1,100,89.768
1618271640.089337,1537164.000,12439,1,H0,1,100,89.757
1618271640.222453,1537293.000,12474,1,H0,1,100,89.776
1618271640.354538,1537421.000,12493,1,H0,1,100,89.783
1618271640.487654,1537550.000,12511,1,H0,1,100,89.772
1618271640.619738,1537678.000,12529,1,H0,1,100,89.779
1618271640.754918,1537809.000,12570,1,H0,1,100,89.806
1618271640.887002,1537937.000,12588,1,H0,1,100,89.787
1618271641.019087,1538065.000,12606,1,H0,1,100,89.806
1618271641.153235,1538195.000,12641,1,H0,1,100,89.798
1618271641.284287,1538322.000,12659,1,H0,1,100,89.787
1618271641.418435,1538452.000,12678,1,H0,1,100,89.814
1618271641.550519,1538580.000,12695,1,H0,1,100,89.818
1618271641.683635,1538709.000,12731,1,H0,1,100,89.806
1618271641.816752,1538838.000,12750,1,H0,1,100,89.818
1618271641.950900,1538968.000,12767,1,H0,1,100,89.833
1618271642.084016,1539097.000,12786,1,H0,1,100,89.821
1618271642.215068,1539224.000,12821,1,H0,1,100,89.829
1618271642.348184,1539353.000,12839,1,H0,1,100,89.837
1618271642.481301,1539482.000,12857,1,H0,1,100,89.833
1618271642.613385,1539610.000,12874,1,H0,1,100,89.818
1618271642.746501,1539739.000,12911,1,H0,1,100,89.844
1618271642.878585,1539867.000,12930,1,H0,1,100,89.821
1618271643.013765,1539998.000,12947,1,H0,1,100,89.840
1618271643.144818,1540125.000,12982,1,H0,1,100,89.852
1618271643.278966,1540255.000,13001,1,H0,1,100,89.825
1618271643.413114,1540385.000,13018,1,H0,1,100,89.852
1618271643.546230,1540514.000,13036,1,H0,1,100,89.840
1618271643.679346,1540643.000,13073,1,H0,1,100,89.833
1618271643.812462,1540772.000,13091,1,H0,1,100,89.837
1618271643.945578,1540901.000,13109,1,H0,1,100,89.863
1618271644.078695,1541030.000,13144,1,H0,1,100,89.837
1618271644.211811,1541159.000,13162,1,H0,1,100,89.829
1618271644.343895,1541287.000,13181,1,H0,1,100,89.821
1618271644.475979,1541415.000,13198,1,H0,1,100,89.810
1618271644.610127,1541545.000,13233,1,H0,1,100,89.844
1618271644.744275,1541675.000,13253,1,H0,1,100,89.818
1618271644.877392,1541804.000,13270,1,H0,1,100,89.829
1618271645.010508,1541933.000,13305,1,H0,1,100,89.848
1618271645.143624,1542062.000,13324,1,H0,1,100,89.840
1618271645.278804,1542193.000,13342,1,H0,1,100,89.837
1618271645.410888,1542321.000,13360,1,H0,1,100,89.829
1618271645.545036,1542451.000,13378,1,H0,1,100,89.852
1618271645.679184,1542581.000,13414,1,H0,1,100,89.844
1618271645.812300,1542710.000,13433,1,H0,1,100,89.821
1618271645.945416,1542839.000,13456,1,H0,1,100,89.825
1618271646.077501,1542967.000,13474,1,H0,1,100,89.837
1618271646.210617,1543096.000,13509,1,H0,1,100,89.844
1618271646.343733,1543225.000,13527,1,H0,1,100,89.821
1618271646.476849,1543354.000,13545,1,H0,1,100,89.867
1618271646.608933,1543482.000,13563,1,H0,1,100,89.844
1618271646.742050,1543611.000,13599,1,H0,1,100,89.821
1618271646.876198,1543741.000,13618,1,H0,1,100,89.818
1618271647.008282,1543869.000,13635,1,H0,1,100,89.818
1618271647.142430,1543999.000,13670,1,H0,1,100,89.829
1618271647.275546,1544128.000,13689,1,H0,1,100,89.837
1618271647.410726,1544259.000,13707,1,H0,1,100,89.829
1618271647.543842,1544388.000,13725,1,H0,1,100,89.833
1618271647.675927,1544516.000,13761,1,H0,1,100,89.814
1618271647.810075,1544646.000,13779,1,H0,1,100,89.806
1618271647.941127,1544773.000,13797,1,H0,1,100,89.825
1618271648.074243,1544902.000,13814,1,H0,1,100,89.806
1618271648.206327,1545030.000,13850,1,H0,1,100,89.837
1618271648.338412,1545158.000,13869,1,H0,1,100,89.818
1618271648.472560,1545288.000,13886,1,H0,1,100,89.829
1618271648.605676,1545417.000,13921,1,H0,1,100,89.829
1618271648.739824,1545547.000,13941,1,H0,1,100,89.810
1618271648.871908,1545675.000,13959,1,H0,1,100,89.810
1618271649.006056,1545805.000,13977,1,H0,1,100,89.814
1618271649.139173,1545934.000,14012,1,H0,1,100,89.829
1618271649.271257,1546062.000,14030,1,H0,1,100,89.821
1618271649.405405,1546192.000,14049,1,H0,1,100,89.818
1618271649.537489,1546320.000,14066,1,H0,1,100,89.825
1618271649.672669,1546451.000,14102,1,H0,1,100,89.825
1618271649.803721,1546578.000,14121,1,H0,1,100,89.814
1618271649.936838,1546707.000,14138,1,H0,1,100,89.818
1618271650.070986,1546837.000,14173,1,H0,1,100,89.818
1618271650.203070,1546965.000,14192,1,H0,1,100,89.806
1618271650.336186,1547094.000,14210,1,H0,1,100,89.798
1618271650.468270,1547222.000,14228,1,H0,1,100,89.798
1618271650.601387,1547351.000,14263,1,H0,1,100,89.821
1618271650.735535,1547481.000,14282,1,H0,1,100,89.810
1618271650.868651,1547610.000,14300,1,H0,1,100,89.791
1618271651.002799,1547740.000,14317,1,H0,1,100,89.791
1618271651.134883,1547868.000,14353,1,H0,1,100,89.806
1618271651.269031,1547998.000,14377,1,H0,1,100,89.825
1618271651.403179,1548128.000,14394,1,H0,1,100,89.810
1618271651.536295,1548257.000,14429,1,H0,1,100,89.795
1618271651.669411,1548386.000,14448,1,H0,1,100,89.802
1618271651.801496,1548514.000,14467,1,H0,1,100,89.821
1618271651.936676,1548645.000,14501,1,H0,1,100,89.821
1618271652.067728,1548772.000,14520,1,H0,1,100,89.787
1618271652.200844,1548901.000,14538,1,H0,1,100,89.795
1618271652.333961,1549030.000,14556,1,H0,1,100,89.795
1618271652.466045,1549158.000,14591,1,H0,1,100,89.829
1618271652.599161,1549287.000,14609,1,H0,1,100,89.791
1618271652.732277,1549416.000,14629,1,H0,1,100,89.829
1618271652.866425,1549546.000,14646,1,H0,1,100,89.810
1618271653.000573,1549676.000,14681,1,H0,1,100,89.814
1618271653.133689,1549805.000,14700,1,H0,1,100,89.810
1618271653.266805,1549934.000,14717,1,H0,1,100,89.818
1618271653.398890,1550062.000,14735,1,H0,1,100,89.802
1618271653.533038,1550192.000,14771,1,H0,1,100,89.829
1618271653.665122,1550320.000,14789,1,H0,1,100,89.833
1618271653.798238,1550449.000,14808,1,H0,1,100,89.833
1618271653.931354,1550578.000,14843,1,H0,1,100,89.810
1618271654.064471,1550707.000,14861,1,H0,1,100,89.821
1618271654.197587,1550836.000,14880,1,H0,1,100,89.848
1618271654.328639,1550963.000,14897,1,H0,1,100,89.833
1618271654.462787,1551093.000,14932,1,H0,1,100,89.829
1618271654.594871,1551221.000,14951,1,H0,1,100,89.856
1618271654.729019,1551351.000,14970,1,H0,1,100,89.856
1618271654.862136,1551480.000,15004,1,H0,1,100,89.848
1618271654.994220,1551608.000,15023,1,H0,1,100,89.844
1618271655.128368,1551738.000,15041,1,H0,1,100,89.879
1618271655.261484,1551867.000,15059,1,H0,1,100,89.875
1618271655.394600,1551996.000,15094,1,H0,1,100,89.913
1618271655.526685,1552124.000,15112,1,H0,1,100,89.901
1618271655.660833,1552254.000,15131,1,H0,1,100,89.905
1618271655.793949,1552383.000,15149,1,H0,1,100,89.905
1618271655.926033,1552511.000,15184,1,H0,1,100,89.936
1618271656.059149,1552640.000,15203,1,H0,1,100,89.943
1618271656.191233,1552768.000,15220,1,H0,1,100,89.936
1618271656.325382,1552898.000,15238,1,H0,1,100,89.951
1618271656.457466,1553026.000,15274,1,H0,1,100,89.963
1618271656.589550,1553154.000,15297,1,H0,1,100,89.970
1618271656.723698,1553284.000,15316,1,H0,1,100,89.985
1618271656.855782,1553412.000,15351,1,H0,1,100,89.997
1618271656.989930,1553542.000,15369,1,H0,1,100,90.001
1618271657.122015,1553670.000,15388,1,H0,1,100,90.016
1618271657.254099,1553798.000,15405,1,H0,1,100,90.058
1618271657.388247,1553928.000,15440,1,H0,1,100,90.054
1618271657.520331,1554056.000,15459,1,H0,1,100,90.066
1618271657.653447,1554185.000,15476,1,H0,1,100,90.085
1618271657.785532,1554313.000,15495,1,H0,1,100,90.088
1618271657.918648,1554442.000,15531,1,H0,1,100,90.119
1618271658.052796,1554572.000,15549,1,H0,1,100,90.123
1618271658.184880,1554700.000,15567,1,H0,1,100,90.153
1618271658.319028,1554830.000,15602,1,H0,1,100,90.142
1618271658.452144,1554959.000,15620,1,H0,1,100,90.157
1618271658.587324,1555090.000,15639,1,H0,1,100,90.172
1618271658.719409,1555218.000,15657,1,H0,1,100,90.203
1618271658.852525,1555347.000,15692,1,H0,1,100,90.184
1618271658.985641,1555476.000,15711,1,H0,1,100,90.191
1618271659.117725,1555604.000,15729,1,H0,1,100,90.226
1618271659.250841,1555733.000,15747,1,H0,1,100,90.249
1618271659.382926,1555861.000,15782,1,H0,1,100,90.252
1618271659.516042,1555990.000,15800,1,H0,1,100,90.260
1618271659.651222,1556121.000,15818,1,H0,1,100,90.283
1618271659.783306,1556249.000,15854,1,H0,1,100,90.294
1618271659.917454,1556379.000,15872,1,H0,1,100,90.291
1618271660.049538,1556507.000,15891,1,H0,1,100,90.317
1618271660.183686,1556637.000,15908,1,H0,1,100,90.325
1618271660.316803,1556766.000,15943,1,H0,1,100,90.352
1618271660.449919,1556895.000,15962,1,H0,1,100,90.355
1618271660.584067,1557025.000,15979,1,H0,1,100,90.348
1618271660.717183,1557154.000,15997,1,H0,1,100,90.371
1618271660.851331,1557284.000,16034,1,H0,1,100,90.394
1618271660.982383,1557411.000,16052,1,H0,1,100,90.386
1618271661.116532,1557541.000,16070,1,H0,1,100,90.405
1618271661.249648,1557670.000,16105,1,H0,1,100,90.405
1618271661.382764,1557799.000,16123,1,H0,1,100,90.432
1618271661.515880,1557928.000,16142,1,H0,1,100,90.432
1618271661.647964,1558056.000,16159,1,H0,1,100,90.428
1618271661.782112,1558186.000,16195,1,H0,1,100,90.455
1618271661.916260,1558316.000,16219,1,H0,1,100,90.470
1618271662.049376,1558445.000,16236,1,H0,1,100,90.485
1618271662.183525,1558575.000,16271,1,H0,1,100,90.493
1618271662.317673,1558705.000,16290,1,H0,1,100,90.481
1618271662.450789,1558834.000,16308,1,H0,1,100,90.497
1618271662.583905,1558963.000,16326,1,H0,1,100,90.523
1618271662.717021,1559092.000,16362,1,H0,1,100,90.535
1618271662.849105,1559220.000,16380,1,H0,1,100,90.558
1618271662.982222,1559349.000,16398,1,H0,1,100,90.550
1618271663.115338,1559478.000,16433,1,H0,1,100,90.561
1618271663.246390,1559605.000,16451,1,H0,1,100,90.565
1618271663.380538,1559735.000,16470,1,H0,1,100,90.600
1618271663.513654,1559864.000,16487,1,H0,1,100,90.603
1618271663.646770,1559993.000,16523,1,H0,1,100,90.596
1618271663.779887,1560122.000,16542,1,H0,1,100,90.619
1618271663.913003,1560251.000,16559,1,H0,1,100,90.611
1618271664.047151,1560381.000,16578,1,H0,1,100,90.642
1618271664.179235,1560509.000,16613,1,H0,1,100,90.634
1618271664.312351,1560638.000,16631,1,H0,1,100,90.642
1618271664.445467,1560767.000,16649,1,H0,1,100,90.661
1618271664.578584,1560896.000,16684,1,H0,1,100,90.680
1618271664.712732,1561026.000,16703,1,H0,1,100,90.676
1618271664.844816,1561154.000,16722,1,H0,1,100,90.684
1618271664.977932,1561283.000,16739,1,H0,1,100,90.722
1618271665.111048,1561412.000,16774,1,H0,1,100,90.703
1618271665.245196,1561542.000,16793,1,H0,1,100,90.722
1618271665.377281,1561670.000,16811,1,H0,1,100,90.733
1618271665.508333,1561797.000,16829,1,H0,1,100,90.725
1618271665.642481,1561927.000,16865,1,H0,1,100,90.752
1618271665.775597,1562056.000,16883,1,H0,1,100,90.756
1618271665.909745,1562186.000,16901,1,H0,1,100,90.771
1618271666.042861,1562315.000,16936,1,H0,1,100,90.775
1618271666.175978,1562444.000,16954,1,H0,1,100,90.783
1618271666.311158,1562575.000,16973,1,H0,1,100,90.806
1618271666.443242,1562703.000,16990,1,H0,1,100,90.794
1618271666.577390,1562833.000,17025,1,H0,1,100,90.794
1618271666.709474,1562961.000,17045,1,H0,1,100,90.813
1618271666.842590,1563090.000,17062,1,H0,1,100,90.836
1618271666.975707,1563219.000,17080,1,H0,1,100,90.844
1618271667.108307,1563347.500,17121,2,H0,1,100,90.848
1618271667.240907,1563476.000,17121,2,H0,1,100,90.855
1618271667.374023,1563605.000,17156,1,H0,1,100,90.844
1618271667.507139,1563734.000,17175,1,H0,1,100,90.855
1618271667.639224,1563862.000,17192,1,H0,1,100,90.870
1618271667.772340,1563991.000,17211,1,H0,1,100,90.886
1618271667.906488,1564121.000,17247,1,H0,1,100,90.882
1618271668.039604,1564250.000,17265,1,H0,1,100,90.909
1618271668.173752,1564380.000,17283,1,H0,1,100,90.916
1618271668.305836,1564508.000,17318,1,H0,1,100,90.916
1618271668.438952,1564637.000,17336,1,H0,1,100,90.943
1618271668.573101,1564767.000,17355,1,H0,1,100,90.916
1618271668.705185,1564895.000,17373,1,H0,1,100,90.928
1618271668.839333,1565025.000,17408,1,H0,1,100,90.916
1618271668.971417,1565153.000,17427,1,H0,1,100,90.939
1618271669.103501,1565281.000,17444,1,H0,1,100,90.973
1618271669.236618,1565410.000,17462,1,H0,1,100,90.970
1618271669.368702,1565538.000,17498,1,H0,1,100,90.970
1618271669.501818,1565667.000,17516,1,H0,1,100,90.989
1618271669.634934,1565796.000,17534,1,H0,1,100,90.996
1618271669.769082,1565926.000,17570,1,H0,1,100,91.015
1618271669.901166,1566054.000,17588,1,H0,1,100,90.992
1618271670.035314,1566184.000,17607,1,H0,1,100,91.008
1618271670.168431,1566313.000,17624,1,H0,1,100,91.015
1618271670.300515,1566441.000,17659,1,H0,1,100,91.015
1618271670.433631,1566570.000,17678,1,H0,1,100,91.034
1618271670.565715,1566698.000,17695,1,H0,1,100,91.050
1618271670.700895,1566829.000,17731,1,H0,1,100,91.061
1618271670.832979,1566957.000,17750,1,H0,1,100,91.054
1618271670.965064,1567085.000,17768,1,H0,1,100,91.065
1618271671.099212,1567215.000,17786,1,H0,1,100,91.095
1618271671.230264,1567342.000,17821,1,H0,1,100,91.065
1618271671.364412,1567472.000,17839,1,H0,1,100,91.111
1618271671.496496,1567600.000,17858,1,H0,1,100,91.092
1618271671.629613,1567729.000,17893,1,H0,1,100,91.092
1618271671.763761,1567859.000,17911,1,H0,1,100,91.092
1618271671.897909,1567989.000,17930,1,H0,1,100,91.122
1618271672.032057,1568119.000,17947,1,H0,1,100,91.115
1618271672.163109,1568246.000,17982,1,H0,1,100,91.141
1618271672.297257,1568376.000,18001,1,H0,1,100,91.153
1618271672.429857,1568504.500,18024,2,H0,1,100,91.130
1618271672.562458,1568633.000,18024,2,H0,1,100,91.153
1618271672.695574,1568762.000,18043,1,H0,1,100,91.176
1618271672.827658,1568890.000,18078,1,H0,1,100,91.172
1618271672.962838,1569021.000,18097,1,H0,1,100,91.179
1618271673.093890,1569148.000,18114,1,H0,1,100,91.191
1618271673.228039,1569278.000,18149,1,H0,1,100,91.195
1618271673.362187,1569408.000,18168,1,H0,1,100,91.176
1618271673.495303,1569537.000,18186,1,H0,1,100,91.218
1618271673.628419,1569666.000,18204,1,H0,1,100,91.202
1618271673.761535,1569795.000,18240,1,H0,1,100,91.221
1618271673.894651,1569924.000,18258,1,H0,1,100,91.191
1618271674.027767,1570053.000,18276,1,H0,1,100,91.221
1618271674.160884,1570182.000,18293,1,H0,1,100,91.233
1618271674.294000,1570311.000,18329,1,H0,1,100,91.237
1618271674.426084,1570439.000,18348,1,H0,1,100,91.267
1618271674.560232,1570569.000,18365,1,H0,1,100,91.263
1618271674.694380,1570699.000,18401,1,H0,1,100,91.267
1618271674.827496,1570828.000,18420,1,H0,1,100,91.267
1618271674.960613,1570957.000,18438,1,H0,1,100,91.260
1618271675.093729,1571086.000,18472,1,H0,1,100,91.290
1618271675.228909,1571217.000,18491,1,H0,1,100,91.282
